Date,Apv,Bpv,Cpv,Dpv,Epv,Fpv,Gpv,Hpv,NEWpv,,,,,,,,,,
2017-07-21-18,22.4836,14.9879,21.1777,21.2989,11.9656,25.8138,41.4946,28.772,23.3239,,,,,,,,,,
2017-07-21-19,7.77748,6.59454,6.59786,7.04012,5.69502,8.58993,16.5348,15.7002,8.81872,,,,,,,,,,
2017-07-21-20,0.767746,1.01687,0.971334,2.00983,0.68733,1.09025,2.40762,1.88579,0.938668,,,,,,,,,,
2017-07-21-21,0.0108133,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-21-22,0,0,0,0,0.0135434,0,0,0,0,,,,,,,,,,
2017-07-21-23,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-22-0,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-22-1,0,0,0,0,0.0135434,0,0,0,0,,,,,,,,,,
2017-07-22-2,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-22-3,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-22-4,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-22-5,0,0,0,0,0.0135434,0,0,0,0.00340097,,,,,,,,,,
2017-07-22-6,0.19464,0.003356,0.252252,0.054054,0.13882,0.111733,0,0.113956,0.0476136,,,,,,,,,,
2017-07-22-7,4.33073,2.39618,3.18919,2.08026,2.01797,3.33846,9.93185,1.79021,2.33647,,,,,,,,,,
2017-07-22-8,16.6011,14.8,15.7494,7.95413,9.65309,16.2047,39.7479,9.02457,12.4169,,,,,,,,,,
2017-07-22-9,28.3714,30.7108,32.9828,23.2088,23.2846,32.6532,53.7416,29.4594,31.2413,,,,,,,,,,
2017-07-22-10,41.023,42.7521,46.5176,38.6978,36.8348,39.2929,59.4336,46.7623,42.3217,,,,,,,,,,
2017-07-22-11,48.8654,52.9208,54.4078,54.0327,47.27,37.0955,60.8,60.3121,52.9021,,,,,,,,,,
2017-07-22-12,53.6206,57.7769,59.3005,59.9443,52.9989,58.3722,61.4302,68.708,57.2554,,,,,,,,,,
2017-07-22-13,56.0373,59.3005,58.0016,62.6748,57.0382,63.3494,61.9268,70.9357,60.5237,,,,,,,,,,
2017-07-22-14,54.2423,59.2837,60.855,56.1801,57.5461,50.0532,60.2966,63.9881,55.0039,,,,,,,,,,
2017-07-22-15,51.4227,49.256,54.0065,42.3587,53.8826,57.6781,49.1901,71.9319,47.9945,,,,,,,,,,
2017-07-22-16,44.4941,38.9766,46.5733,46.7895,45.4992,54.2923,42.8029,60.3341,41.0429,,,,,,,,,,
2017-07-22-17,35.3298,17.3572,28.701,25.2465,33.8349,35.4432,58.7863,51.4345,30.4013,,,,,,,,,,
2017-07-22-18,21.678,16.5115,16.2965,18.7256,16.6043,20.4472,34.9122,28.0809,20.0963,,,,,,,,,,
2017-07-22-19,8.72635,8.52424,3.733,8.33414,3.17932,5.99974,19.6308,9.03927,6.15236,,,,,,,,,,
2017-07-22-20,0.297366,0.979952,0.58149,2.26699,0.443548,1.61506,1.75349,2.14311,0.421721,,,,,,,,,,
2017-07-22-21,0.00270333,0,0,0,0.0135434,0,0,0,0,,,,,,,,,,
2017-07-22-22,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-22-23,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-23-0,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-23-1,0,0,0,0,0.0135434,0,0,0,0.00340097,,,,,,,,,,
2017-07-23-2,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-23-3,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-23-4,0,0,0,0,0.0135434,0,0,0,0,,,,,,,,,,
2017-07-23-5,0,0,0,0,0.0169293,0,0,0,0.00340097,,,,,,,,,,
2017-07-23-6,0.12165,0,0.285012,0.004914,0.165907,0.0609455,0,0.272024,0.0272078,,,,,,,,,,
2017-07-23-7,3.27373,2.93986,3.50368,2.51924,2.11278,3.41972,6.19199,3.21282,2.93164,,,,,,,,,,
2017-07-23-8,14.698,12.4273,14.7944,8.61588,9.04702,14.1935,37.8883,7.81884,14.8622,,,,,,,,,,
2017-07-23-9,28.4471,25.123,30.6421,19.3235,22.5058,29.6534,41.0391,31.8966,30.789,,,,,,,,,,
2017-07-23-10,40.4445,44.2287,44.2555,36.3095,34.6035,52.0034,60.1973,47.8357,42.553,,,,,,,,,,
2017-07-23-11,48.96,39.5807,54.0917,52.9893,44.8186,58.4366,51.7244,58.8821,52.3886,,,,,,,,,,
2017-07-23-12,53.0664,56.911,61.3775,56.9352,52.9582,62.0154,58.9507,64.7968,58.3811,,,,,,,,,,
2017-07-23-13,55.767,48.7929,53.5233,66.3619,56.8452,56.4017,56.9746,66.5833,61.6664,,,,,,,,,,
2017-07-23-14,54.5829,45.1583,57.0188,59.3513,56.5506,43.2916,58.7383,70.3145,59.2619,,,,,,,,,,
2017-07-23-15,47.4434,39.3155,22.629,41.8722,51.6818,37.7456,42.385,66.473,56.514,,,,,,,,,,
2017-07-23-16,42.0152,27.046,41.466,35.5266,38.0808,27.2866,51.3785,52.7505,47.9401,,,,,,,,,,
2017-07-23-17,35.638,27.3883,21.9639,23.5299,33.7536,24.2698,46.6249,24.1256,38.2201,,,,,,,,,,
2017-07-23-18,23.054,18.4546,19.466,12.819,17.0038,14.3391,42.9946,13.5497,22.8477,,,,,,,,,,
2017-07-23-19,10.4916,8.2524,5.96232,5.54791,4.93997,5.01107,10.8839,5.79705,9.96485,,,,,,,,,,
2017-07-23-20,1.10296,0.909476,0.945126,1.00737,0.538352,0.988671,0.972636,1.13221,1.60866,,,,,,,,,,
2017-07-23-21,0.00810999,0,0,0,0.0135434,0,0,0,0,,,,,,,,,,
2017-07-23-22,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-23-23,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-24-0,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-24-1,0,0,0,0,0.0135434,0,0,0,0,,,,,,,,,,
2017-07-24-2,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-24-3,0,0,0,0,0.0135434,0,0,0,0,,,,,,,,,,
2017-07-24-4,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-24-5,0,0,0,0,0.0135434,0,0,0,0,,,,,,,,,,
2017-07-24-6,0.143276,0,0.1638,0,0.0948041,0.0575596,0,0.033084,0.0204058,,,,,,,,,,
2017-07-24-7,3.06558,2.63782,3.12039,3.32842,2.72223,3.53145,3.28436,2.47027,4.75796,,,,,,,,,,
2017-07-24-8,13.7275,13.5549,11.0909,9.49057,6.54825,13.6721,21.2987,10.1715,16.3859,,,,,,,,,,
2017-07-24-9,30.7531,28.7811,28.6208,20.647,18.4191,22.7631,43.8406,24.7799,30.2925,,,,,,,,,,
2017-07-24-10,37.0302,42.4635,43.6543,36.5929,30.5337,34.3089,56.9369,32.029,41.8388,,,,,,,,,,
2017-07-24-11,47.857,37.7047,44.0589,44.6601,40.2105,40.4983,48.0325,38.7965,52.5348,,,,,,,,,,
2017-07-24-12,52.7582,42.1782,57.5266,47.9639,52.0644,47.0533,45.7002,47.9313,45.9029,,,,,,,,,,
2017-07-24-13,55.6724,42.8628,61.7723,49.4692,55.4875,47.8016,56.9746,63.2492,46.8416,,,,,,,,,,
2017-07-24-14,52.0337,46.8699,61.7591,43.0139,56.4491,44.8119,53.6183,62.5949,49.763,,,,,,,,,,
2017-07-24-15,49.3466,49.5379,46.2326,44.3259,54.746,40.224,52.7655,59.3931,42.536,,,,,,,,,,
2017-07-24-16,43.967,37.7181,41.027,38.5913,44.0805,30.9095,55.8478,55.3605,42.0938,,,,,,,,,,
2017-07-24-17,32.8022,30.4993,31.1793,31.4856,34.7118,30.2662,52.2381,43.0974,32.6289,,,,,,,,,,
2017-07-24-18,18.5827,15.0147,13.3366,17.7903,17.6573,17.0647,27.6927,21.5009,16.1716,,,,,,,,,,
2017-07-24-19,6.80158,6.19853,5.68877,7.23177,5.27178,8.02787,10.4935,11.8147,7.46173,,,,,,,,,,
2017-07-24-20,0.337916,0.714828,0.953316,1.42178,0.534966,1.12411,1.11305,1.24616,0.829837,,,,,,,,,,
2017-07-24-21,0.00270333,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-24-22,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-24-23,0,0,0,0,0.0135434,0,0,0,0,,,,,,,,,,
2017-07-25-0,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-25-1,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-25-2,0,0,0,0,0.0135434,0,0,0,0.00340097,,,,,,,,,,
2017-07-25-3,0,0,0,0,0.0169293,0,0,0,0.00340097,,,,,,,,,,
2017-07-25-4,0,0,0,0,0.0135434,0,0,0,0.00680194,,,,,,,,,,
2017-07-25-5,0,0,0,0,0.0169293,0,0,0,0.00340097,,,,,,,,,,
2017-07-25-6,0.232486,0,0.448812,0.067158,0.341972,0.023701,0,0.194828,0.00680194,,,,,,,,,,
2017-07-25-7,4.23071,2.82911,4.819,3.54299,2.58003,2.76286,4.43508,4.75674,2.77519,,,,,,,,,,
2017-07-25-8,14.917,9.43707,15.3513,9.48893,9.59214,7.29653,12.0073,14.2702,14.8112,,,,,,,,,,
2017-07-25-9,28.6958,18.9547,31.8902,15.1237,23.3049,17.5015,25.9564,24.8718,30.2312,,,,,,,,,,
2017-07-25-10,39.6254,41.0103,45.7641,24.2227,35.731,45.2114,61.1391,36.7857,40.509,,,,,,,,,,
2017-07-25-11,47.4732,54.1189,56.375,49.9164,45.076,55.1726,65.4166,39.4581,49.2359,,,,,,,,,,
2017-07-25-12,51.3849,56.2197,62.0212,56.6928,51.8849,63.2783,63.2864,65.1129,55.9086,,,,,,,,,,
2017-07-25-13,50.0765,58.5085,62.0556,64.909,55.8294,62.784,64.6152,49.6333,51.5553,,,,,,,,,,
2017-07-25-14,49.1222,51.5951,61.4037,63.6625,55.5924,69.8401,60.4918,63.944,48.0727,,,,,,,,,,
2017-07-25-15,42.8072,44.9771,53.7018,57.6985,51.4414,67.0028,52.3888,69.2631,38.8493,,,,,,,,,,
2017-07-25-16,39.9525,31.2947,46.2489,43.3448,40.3628,45.9089,53.1696,57.4705,33.2785,,,,,,,,,,
2017-07-25-17,22.7134,27.7038,25.3071,33.2023,28.8069,31.7594,42.8337,37.3297,30.2176,,,,,,,,,,
2017-07-25-18,12.4056,15.5383,9.43652,18.3243,18.3141,12.829,26.3228,15.1892,22.1607,,,,,,,,,,
2017-07-25-19,6.6583,5.10448,5.94922,8.6814,6.81912,6.38912,9.04826,8.79298,7.02641,,,,,,,,,,
2017-07-25-20,0.437939,0.563808,1.15479,1.19738,1.09025,0.92434,0.712353,0.988843,0.190454,,,,,,,,,,
2017-07-25-21,0.00270333,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-25-22,0,0,0,0,0.0135434,0,0,0,0.00340097,,,,,,,,,,
2017-07-25-23,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-26-0,0,0,0,0,0.0169293,0,0,0,0.00680194,,,,,,,,,,
2017-07-26-1,0,0,0,0,0.0169293,0,0,0,0.00340097,,,,,,,,,,
2017-07-26-2,0,0,0,0,0.0135434,0,0,0,0.00340097,,,,,,,,,,
2017-07-26-3,0,0,0,0,0.0169293,0,0,0,0.00340097,,,,,,,,,,
2017-07-26-4,0,0,0,0,0.0169293,0,0,0,0.00340097,,,,,,,,,,
2017-07-26-5,0,0,0,0,0.0135434,0,0,0,0.00340097,,,,,,,,,,
2017-07-26-6,0.10543,0,0.170352,0.244062,0.115119,0.243782,0,0.397008,0.0170049,,,,,,,,,,
2017-07-26-7,2.67359,2.6009,2.7027,4.08353,1.67939,5.44785,6.10638,2.93344,2.67316,,,,,,,,,,
2017-07-26-8,14.1087,7.53758,14.0442,17.0614,9.0504,10.9668,14.9594,9.33335,14.5902,,,,,,,,,,
2017-07-26-9,28.047,22.1429,31.8951,21.2154,23.508,12.6123,26.0454,25.6548,30.5611,,,,,,,,,,
2017-07-26-10,40.3094,38.6007,46.0835,28.2932,36.2321,16.6618,48.9126,48.865,41.6279,,,,,,,,,,
2017-07-26-11,48.3409,41.5641,55.6838,45.1695,46.3118,27.8115,44.1317,48.6114,50.4296,,,,,,,,,,
2017-07-26-12,53.7828,52.6993,61.4627,48.0311,52.3962,62.2084,35.5834,63.7896,56.718,,,,,,,,,,
2017-07-26-13,50.2144,50.9374,56.0098,47.9131,56.0868,69.5828,36.1348,66.1018,50.7867,,,,,,,,,,
2017-07-26-14,41.7827,36.3287,35.7772,51.4758,51.5667,56.2053,39.5288,73.5898,51.5485,,,,,,,,,,
2017-07-26-15,38.0467,44.9738,50.7813,40.6912,48.0487,57.949,56.7451,70.6085,55.8508,,,,,,,,,,
2017-07-26-16,41.8016,31.2679,43.3415,38.4455,43.7961,47.6492,47.0461,54.7172,42.3455,,,,,,,,,,
2017-07-26-17,32.4508,24.4518,24.5241,28.796,32.0336,33.8146,43.5358,50.1038,36.0707,,,,,,,,,,
2017-07-26-18,20.5886,15.149,8.55691,16.244,18.91,16.1472,37.6314,32.04,18.9264,,,,,,,,,,
2017-07-26-19,3.5738,4.70176,6.44225,6.81408,6.76833,7.04259,14.5724,13.2556,7.72021,,,,,,,,,,
2017-07-26-20,0.35684,0.171156,0.830466,0.750204,0.612841,0.815992,0.441796,1.15426,0.394513,,,,,,,,,,
2017-07-26-21,0.00270333,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-26-22,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-26-23,0,0,0,0,0.0135434,0,0,0,0.00340097,,,,,,,,,,
2017-07-27-0,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-27-1,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-27-2,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-27-3,0,0,0,0,0.0135434,0,0,0,0,,,,,,,,,,
2017-07-27-4,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-27-5,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-27-6,0.100023,0,0.168714,0.091728,0.159135,0.111733,0,0.176448,0.0136039,,,,,,,,,,
2017-07-27-7,2.12752,1.88272,3.47584,1.82473,2.03829,3.02357,9.03113,1.6542,2.56773,,,,,,,,,,
2017-07-27-8,11.4053,14.5986,13.9001,7.35953,8.7152,15.9135,38.5938,8.15336,14.1446,,,,,,,,,,
2017-07-27-9,26.9008,30.3886,29.9787,23.8902,22.2857,32.6431,52.6285,28.6507,29.2212,,,,,,,,,,
2017-07-27-10,38.9631,43.1447,43.9475,40.208,35.1012,47.5984,58.4267,46.5602,40.3423,,,,,,,,,,
2017-07-27-11,47.9327,52.357,53.6723,50.6502,45.0658,44.0704,60.3172,60.0364,51.2969,,,,,,,,,,
2017-07-27-12,52.7987,57.1158,59.5397,61.4037,52.5045,64.3415,61.0261,67.37,58.677,,,,,,,,,,
2017-07-27-13,56.3239,58.287,62.5274,67.9934,57.8914,59.4828,61.9062,73.6853,57.3234,,,,,,,,,,
2017-07-27-14,55.2047,58.8005,61.5102,63.6183,57.3632,54.6546,50.6867,72.0017,50.5997,,,,,,,,,,
2017-07-27-15,50.4793,46.0376,57.253,53.8886,54.36,61.5109,53.2827,69.888,38.7065,,,,,,,,,,
2017-07-27-16,43.9507,18.3439,35.0958,42.873,45.9326,52.965,59.9302,61.1208,48.7495,,,,,,,,,,
2017-07-27-17,34.2782,16.2195,34.2227,30.3374,33.9771,39.2794,39.4705,49.0378,30.4217,,,,,,,,,,
2017-07-27-18,21.2049,15.696,18.5291,15.3857,14.4779,22.6108,40.3952,31.4702,21.807,,,,,,,,,,
2017-07-27-19,7.13138,6.80261,5.75429,7.51842,4.30681,7.05613,16.8704,11.822,7.57396,,,,,,,,,,
2017-07-27-20,0.34873,0.4195,0.511056,0.907452,0.142206,0.534966,1.08908,0.900619,0.200657,,,,,,,,,,
2017-07-27-21,0.00270333,0,0,0,0.0135434,0,0,0,0,,,,,,,,,,
2017-07-27-22,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-27-23,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-28-0,0,0,0,0,0.0135434,0,0,0,0,,,,,,,,,,
2017-07-28-1,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-28-2,0,0,0,0,0.0135434,0,0,0,0,,,,,,,,,,
2017-07-28-3,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-28-4,0,0,0,0,0.0135434,0,0,0,0,,,,,,,,,,
2017-07-28-5,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-28-6,0.10543,0,0.190008,0.096642,0.13882,0.101576,0,0.191152,0.0102029,,,,,,,,,,
2017-07-28-7,2.97096,2.52707,4.29484,2.75348,2.33624,3.49421,6.25022,3.10989,2.39428,,,,,,,,,,
2017-07-28-8,13.5329,13.0381,11.1269,8.73054,8.76261,14.979,27.0249,9.18631,5.76805,,,,,,,,,,
2017-07-28-9,26.571,29.2341,27.6216,23.0254,21.7067,32.1183,47.0907,26.8348,13.5767,,,,,,,,,,
2017-07-28-10,38.7658,41.6278,43.0401,38.9762,34.0482,47.6458,56.7691,45.1045,39.2778,,,,,,,,,,
2017-07-28-11,47.4948,50.7863,52.683,46.9123,44.1076,56.9366,58.2417,58.5329,43.6175,,,,,,,,,,
2017-07-28-12,51.7742,43.9636,53.4594,39.502,51.824,55.2505,54.5361,67.5133,49.729,,,,,,,,,,
2017-07-28-13,54.5235,34.738,36.5569,42.3276,57.8339,51.1942,51.5806,73.6706,54.9393,,,,,,,,,,
2017-07-28-14,52.0851,51.1152,22.6601,59.8279,50.6829,34.2717,60.9062,65.5614,31.8127,,,,,,,,,,
2017-07-28-15,45.9025,53.9813,36.6683,28.167,21.9945,53.2393,63.4748,59.6945,12.9985,,,,,,,,,,
2017-07-28-16,44.8942,45.4,34.9828,16.2031,15.2702,44.734,62.5501,58.6211,14.7568,,,,,,,,,,
2017-07-28-17,31.7263,33.2915,26.2997,19.2678,7.64866,39.2929,48.6661,19.0123,25.5821,,,,,,,,,,
2017-07-28-18,19.7884,15.0752,16.7617,8.55691,13.3538,21.446,26.0865,7.3667,19.5216,,,,,,,,,,
2017-07-28-19,6.17441,5.80924,3.733,3.56756,3.3046,4.92304,4.06863,2.56585,6.71012,,,,,,,,,,
2017-07-28-20,0.175716,0.01678,0.419328,0.299754,0.348744,0.369059,0.0273982,0.033084,0.486339,,,,,,,,,,
2017-07-28-21,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-28-22,0,0,0,0,0.0135434,0,0,0,0,,,,,,,,,,
2017-07-28-23,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-29-0,0,0,0,0,0.0135434,0,0,0,0,,,,,,,,,,
2017-07-29-1,0,0,0,0,0.0135434,0,0,0,0,,,,,,,,,,
2017-07-29-2,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-29-3,0,0,0,0,0.0135434,0,0,0,0.00340097,,,,,,,,,,
2017-07-29-4,0,0,0,0,0.0169293,0,0,0,0.00340097,,,,,,,,,,
2017-07-29-5,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-29-6,0.0810999,0,0.201474,0.124488,0.176065,0.115119,0,0.260996,0.0136039,,,,,,,,,,
2017-07-29-7,3.55758,2.8828,4.15233,2.71253,4.32374,3.34523,5.70225,3.1393,2.37728,,,,,,,,,,
2017-07-29-8,14.0438,14.2462,9.97378,8.21293,9.37206,15.7036,33.8984,9.45834,8.32558,,,,,,,,,,
2017-07-29-9,20.7994,28.7911,19.1122,23.3137,19.2486,29.3689,48.0565,26.6583,19.9059,,,,,,,,,,
2017-07-29-10,33.5348,37.4765,35.9557,40.3816,25.0587,46.2576,50.947,42.8658,31.1427,,,,,,,,,,
2017-07-29-11,47.5299,52.2227,45.787,53.199,31.9761,54.7358,58.3308,58.2057,48.3686,,,,,,,,,,
2017-07-29-12,52.1445,49.5782,26.665,62.7927,19.6481,44.8762,53.3477,63.1904,52.8273,,,,,,,,,,
2017-07-29-13,46.3351,54.874,32.6568,64.4176,32.1115,61.7412,60.0295,65.0725,47.9299,,,,,,,,,,
2017-07-29-14,45.7025,58.8206,23.1187,64.6863,32.0573,58.9783,58.8137,56.2869,37.8154,,,,,,,,,,
2017-07-29-15,44.7266,35.3622,43.8001,53.9361,23.0238,58.7785,20.8535,46.1632,38.2099,,,,,,,,,,
2017-07-29-16,32.4508,28.6367,40.6765,39.5741,10.1677,54.1771,35.8471,25.1512,42.6108,,,,,,,,,,
2017-07-29-17,28.8067,18.1392,20.9975,22.9582,7.08999,33.608,52.3648,25.1916,31.5542,,,,,,,,,,
2017-07-29-18,11.2621,15.4208,14.1605,19.6445,2.28884,21.8456,32.8813,10.3553,21.4601,,,,,,,,,,
2017-07-29-19,4.20638,4.67491,7.95085,7.69532,2.27191,6.25707,0,3.44073,10.2267,,,,,,,,,,
2017-07-29-20,0.835329,1.0907,1.36937,1.05651,0.646699,1.23922,0,0.389656,0.857045,,,,,,,,,,
2017-07-29-21,0.0108133,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-29-22,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-29-23,0,0,0,0,0.0135434,0,0,0,0,,,,,,,,,,
2017-07-30-0,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-30-1,0,0,0,0,0.0135434,0,0,0,0,,,,,,,,,,
2017-07-30-2,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-30-3,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-30-4,0,0,0,0,0.0135434,0,0,0,0,,,,,,,,,,
2017-07-30-5,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-30-6,0.1622,0,0.088452,0.018018,0.118505,0.0744889,0,0.12866,0.00340097,,,,,,,,,,
2017-07-30-7,3.77115,1.49678,2.44553,1.7068,2.23128,3.10822,0,1.92622,1.59846,,,,,,,,,,
2017-07-30-8,8.22083,13.5448,11.5446,6.51924,9.08088,15.9982,0,6.40726,12.74,,,,,,,,,,
2017-07-30-9,18.8909,29.7509,27.3284,23.0483,21.7338,33.6148,0,26.5811,29.7857,,,,,,,,,,
2017-07-30-10,24.2516,42.1212,40.6158,40.303,31.1872,46.3795,0,45.1339,42.7944,,,,,,,,,,
2017-07-30-11,44.4887,50.8937,48.5061,52.5274,40.5524,55.0372,0,57.7462,52.1505,,,,,,,,,,
2017-07-30-12,36.3949,51.2428,55.6723,58.1834,39.6958,56.5235,14.1602,68.1309,56.4867,,,,,,,,,,
2017-07-30-13,41.2096,58.3441,49.7493,55.0597,44.0162,32.8022,47.1844,71.4614,61.0338,,,,,,,,,,
2017-07-30-14,54.2612,42.9467,61.9377,30.0442,33.2153,32.9275,45.7208,61.084,50.2256,,,,,,,,,,
2017-07-30-15,42.1963,30.1939,56.9958,22.5651,45.0489,37.749,26.0523,64.1682,31.476,,,,,,,,,,
2017-07-30-16,43.8426,22.2771,42.819,24.7305,42.4621,11.9284,19.439,49.501,28.9763,,,,,,,,,,
2017-07-30-17,33.8808,11.8366,13.1957,15.828,26.7246,8.14638,9.54143,37.2342,14.3861,,,,,,,,,,
2017-07-30-18,20.0533,6.26565,8.31613,5.14168,12.3753,2.35317,4.53783,9.07603,7.41752,,,,,,,,,,
2017-07-30-19,6.12034,0.57052,3.48403,1.62326,3.67704,4.33729,0.637008,3.48484,4.45187,,,,,,,,,,
2017-07-30-20,0.440643,0,0.234234,0.037674,0.318271,1.34419,0,0.40436,0.204058,,,,,,,,,,
2017-07-30-21,0.00270333,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-30-22,0,0,0,0,0.0135434,0,0,0,0,,,,,,,,,,
2017-07-30-23,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-31-0,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-31-1,0,0,0,0,0.0169293,0,0,0,0.00340097,,,,,,,,,,
2017-07-31-2,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-31-3,0,0,0,0,0.0135434,0,0,0,0,,,,,,,,,,
2017-07-31-4,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-31-5,0,0,0,0,0.0135434,0,0,0,0.00340097,,,,,,,,,,
2017-07-31-6,0.00270333,0,0.02457,0.083538,0.0270869,0.121891,0,0.389656,0,,,,,,,,,,
2017-07-31-7,2.42218,0.003356,3.96396,2.24406,2.76963,2.31931,0.00342478,4.21637,1.0373,,,,,,,,,,
2017-07-31-8,17.1688,12.1991,14.6175,7.1253,11.8539,13.4215,30.4052,9.61641,6.08774,,,,,,,,,,
2017-07-31-9,19.1369,27.9454,7.8755,17.6396,19.5195,32.2977,47.8886,22.5228,17.0559,,,,,,,,,,
2017-07-31-10,37.2762,39.3827,27.674,31.1384,34.485,47.9912,49.4983,41.2263,41.7707,,,,,,,,,,
2017-07-31-11,49.8197,39.1242,43.615,50.9107,30.6082,59.7401,56.2211,51.8683,51.79,,,,,,,,,,
2017-07-31-12,47.8111,56.0989,52.1867,54.0868,34.6712,63.7761,61.4508,47.0601,49.8106,,,,,,,,,,
2017-07-31-13,53.6476,42.4534,61.2366,64.4782,36.4048,66.9249,51.0257,64.8997,55.0481,,,,,,,,,,
2017-07-31-14,51.9904,34.7413,61.3071,67.3284,36.8652,66.2613,47.3578,53.7835,59.7653,,,,,,,,,,
2017-07-31-15,49.944,27.7977,52.814,48.3701,26.1592,59.7943,61.1631,44.4796,55.7793,,,,,,,,,,
2017-07-31-16,41.6178,42.7185,42.5127,43.122,19.5364,48.8038,61.0603,27.6472,42.4067,,,,,,,,,,
2017-07-31-17,26.8792,33.2882,33.4136,29.6986,14.9113,37.4544,55.1492,28.7757,36.4278,,,,,,,,,,
2017-07-31-18,10.8052,17.968,17.8624,16.2326,12.2636,21.7677,43.2549,19.4828,21.103,,,,,,,,,,
2017-07-31-19,4.48212,4.58094,5.82145,8.39475,4.88241,5.63407,16.0964,9.63111,4.9042,,,,,,,,,,
2017-07-31-20,0.17031,0.013424,0.424242,0.850122,0.450319,0.582368,0.0582212,0.573455,0.146242,,,,,,,,,,
2017-07-31-21,0,0,0,0,0.0169293,0,0,0,0.00340097,,,,,,,,,,
2017-07-31-22,0,0,0,0,0.0169293,0,0,0,0,,,,,,,,,,
2017-07-31-23,0,0,0,0,0.0135434,0,0,0,0,,,,,,,,,,
2017-08-01-0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-01-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-01-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-01-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-01-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-01-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-01-6,0.55,0.59,0.54,0.59,0.57,0.55,0.51,0.59,0.50,,,,,,,,,,
