Date,Apv,Bpv,Cpv,Dpv,Epv,Fpv,Gpv,Hpv,NEWpv,,,,,,,,,,
2017-08-22-9,0.85,0.79,0.87,0.91,0.78,0.86,0.82,0.85,0.76,,,,,,,,,,
2017-08-22-10,3.85,3.90,4.12,3.55,4.14,3.97,3.62,3.83,3.80,,,,,,,,,,
2017-08-22-11,2.75,3.00,2.54,3.00,2.49,2.85,2.81,2.56,2.63,,,,,,,,,,
2017-08-22-12,3.60,3.92,3.91,3.87,3.60,3.88,3.88,3.82,3.94,,,,,,,,,,
2017-08-22-13,8.97,8.51,9.86,9.46,9.73,8.23,8.30,8.95,8.60,,,,,,,,,,
2017-08-22-14,6.11,6.56,6.14,6.69,5.53,5.86,6.36,6.18,6.13,,,,,,,,,,
2017-08-22-15,5.89,5.48,5.78,5.48,6.43,6.36,5.98,6.23,5.39,,,,,,,,,,
2017-08-22-16,4.38,4.70,4.12,4.25,4.65,4.50,4.30,4.27,4.10,,,,,,,,,,
2017-08-22-17,3.19,3.12,3.30,3.48,3.41,3.39,3.41,3.05,2.88,,,,,,,,,,
2017-08-22-18,0.58,0.56,0.55,0.60,0.54,0.56,0.57,0.58,0.52,,,,,,,,,,
2017-08-22-19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-22-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-22-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-22-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-22-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-23-0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-23-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-23-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-23-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-23-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-23-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-23-6,0.24,0.22,0.24,0.22,0.26,0.26,0.22,0.24,0.23,,,,,,,,,,
2017-08-23-7,2.19,2.13,2.26,2.17,2.20,2.32,1.98,2.29,2.13,,,,,,,,,,
2017-08-23-8,4.74,5.15,5.00,4.32,4.95,5.03,4.62,4.60,4.77,,,,,,,,,,
2017-08-23-9,7.11,6.59,7.22,6.86,7.37,6.43,7.26,7.50,7.39,,,,,,,,,,
2017-08-23-10,9.07,8.24,9.36,8.65,8.63,8.23,9.40,8.18,9.44,,,,,,,,,,
2017-08-23-11,9.10,9.93,9.68,8.40,8.98,8.99,8.55,8.58,8.32,,,,,,,,,,
2017-08-23-12,9.11,8.88,8.70,9.04,9.49,8.52,8.63,8.95,9.32,,,,,,,,,,
2017-08-23-13,9.11,8.98,8.52,9.30,8.59,8.37,8.67,8.75,9.64,,,,,,,,,,
2017-08-23-14,8.73,9.06,8.58,8.85,8.32,8.36,9.26,8.93,8.90,,,,,,,,,,
2017-08-23-15,8.01,8.26,7.94,8.10,8.18,8.27,8.61,8.01,7.39,,,,,,,,,,
2017-08-23-16,5.29,5.45,5.43,4.83,4.91,4.89,5.26,5.14,4.92,,,,,,,,,,
2017-08-23-17,2.19,2.36,2.09,2.08,2.04,2.40,2.05,2.38,2.09,,,,,,,,,,
2017-08-23-18,0.55,0.58,0.55,0.56,0.56,0.49,0.56,0.55,0.60,,,,,,,,,,
2017-08-23-19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-23-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-23-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-23-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-23-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-24-0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-24-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-24-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-24-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-24-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-24-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-24-6,0.13,0.14,0.13,0.14,0.13,0.13,0.14,0.15,0.14,,,,,,,,,,
2017-08-24-7,1.74,1.83,1.88,1.74,1.87,1.65,1.59,1.70,1.61,,,,,,,,,,
2017-08-24-8,4.80,4.66,5.01,4.73,4.68,4.73,4.74,4.74,5.03,,,,,,,,,,
2017-08-24-9,5.13,5.24,4.86,4.78,5.63,5.04,5.04,5.32,4.92,,,,,,,,,,
2017-08-24-10,7.87,8.51,8.33,8.47,8.19,8.34,7.81,7.56,7.44,,,,,,,,,,
2017-08-24-11,8.58,7.98,8.09,9.34,7.89,9.16,8.50,8.60,8.05,,,,,,,,,,
2017-08-24-12,7.03,6.72,7.58,6.35,6.98,7.46,6.85,7.64,7.01,,,,,,,,,,
2017-08-24-13,7.85,7.62,7.33,7.77,7.09,8.55,8.32,8.37,7.66,,,,,,,,,,
2017-08-24-14,7.76,7.73,7.85,8.52,7.21,7.38,8.23,8.43,7.52,,,,,,,,,,
2017-08-24-15,4.68,4.45,4.65,5.09,5.08,4.77,4.82,4.84,4.24,,,,,,,,,,
2017-08-24-16,3.01,2.77,3.21,2.92,3.12,2.89,2.77,3.20,2.85,,,,,,,,,,
2017-08-24-17,1.84,1.66,1.67,1.94,1.92,1.80,1.74,1.85,1.76,,,,,,,,,,
2017-08-24-18,0.68,0.69,0.74,0.67,0.65,0.64,0.73,0.65,0.67,,,,,,,,,,
2017-08-24-19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-24-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-24-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-24-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-24-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-25-0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-25-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-25-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-25-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-25-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-25-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-25-6,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.03,0.04,,,,,,,,,,
2017-08-25-7,0.89,0.86,0.83,0.95,0.96,0.94,0.97,0.82,0.84,,,,,,,,,,
2017-08-25-8,2.94,3.23,2.82,2.72,2.84,2.65,2.67,2.81,2.92,,,,,,,,,,
2017-08-25-9,7.32,6.88,6.76,7.00,7.59,7.58,6.76,7.92,7.31,,,,,,,,,,
2017-08-25-10,9.09,9.71,9.54,8.65,8.89,9.94,8.18,9.84,8.47,,,,,,,,,,
2017-08-25-11,8.37,9.14,7.80,9.18,7.91,8.22,8.95,9.13,8.43,,,,,,,,,,
2017-08-25-12,9.65,10.60,10.04,8.82,9.40,9.77,9.84,8.92,9.03,,,,,,,,,,
2017-08-25-13,8.57,9.03,7.76,8.93,7.82,7.79,8.18,8.59,8.32,,,,,,,,,,
2017-08-25-14,7.72,7.86,6.99,7.86,8.40,8.35,8.49,7.72,8.44,,,,,,,,,,
2017-08-25-15,4.40,4.42,4.29,4.14,4.23,4.71,4.54,4.53,4.07,,,,,,,,,,
2017-08-25-16,5.36,5.02,5.76,5.07,4.94,5.16,5.63,5.13,4.97,,,,,,,,,,
2017-08-25-17,2.62,2.47,2.56,2.79,2.65,2.52,2.55,2.51,2.53,,,,,,,,,,
2017-08-25-18,0.50,0.50,0.53,0.53,0.50,0.45,0.50,0.45,0.46,,,,,,,,,,
2017-08-25-19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-25-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-25-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-25-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-25-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-26-0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-26-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-26-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-26-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-26-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-26-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-26-6,0.26,0.27,0.25,0.24,0.26,0.23,0.28,0.28,0.28,,,,,,,,,,
2017-08-26-7,2.30,2.12,2.22,2.16,2.46,2.50,2.23,2.52,2.46,,,,,,,,,,
2017-08-26-8,4.59,4.44,4.58,4.15,4.80,4.75,4.40,4.70,4.54,,,,,,,,,,
2017-08-26-9,7.94,8.08,8.02,7.86,8.38,8.13,8.46,7.67,7.77,,,,,,,,,,
2017-08-26-10,9.31,10.18,9.09,9.83,9.57,9.83,9.06,8.87,8.97,,,,,,,,,,
2017-08-26-11,9.10,9.73,9.61,9.51,9.12,9.91,8.63,8.43,9.42,,,,,,,,,,
2017-08-26-12,10.09,10.26,9.57,9.90,9.77,9.49,9.58,9.67,9.63,,,,,,,,,,
2017-08-26-13,9.72,9.58,8.86,9.43,10.43,9.63,10.47,9.61,9.34,,,,,,,,,,
2017-08-26-14,9.70,10.48,10.59,10.15,9.29,8.81,10.32,8.91,8.79,,,,,,,,,,
2017-08-26-15,8.39,8.97,8.75,9.17,8.91,7.60,8.44,8.51,8.82,,,,,,,,,,
2017-08-26-16,5.75,5.54,5.78,5.28,6.13,5.76,5.85,5.83,5.24,,,,,,,,,,
2017-08-26-17,3.06,2.90,3.12,3.15,3.17,2.76,3.11,3.25,3.29,,,,,,,,,,
2017-08-26-18,0.77,0.75,0.70,0.72,0.71,0.74,0.84,0.83,0.79,,,,,,,,,,
2017-08-26-19,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,
2017-08-26-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-26-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-26-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-26-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-27-0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-27-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-27-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-27-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-27-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-27-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-27-6,0.29,0.32,0.31,0.28,0.26,0.27,0.28,0.28,0.29,,,,,,,,,,
2017-08-27-7,2.36,2.56,2.49,2.40,2.33,2.60,2.55,2.55,2.46,,,,,,,,,,
2017-08-27-8,5.47,5.13,5.69,5.89,5.53,6.00,5.43,5.46,5.74,,,,,,,,,,
2017-08-27-9,8.05,7.66,8.04,8.06,7.48,8.14,8.49,8.62,8.24,,,,,,,,,,
2017-08-27-10,9.83,10.24,9.13,10.31,9.10,10.40,10.49,9.59,10.35,,,,,,,,,,
2017-08-27-11,10.47,11.46,9.77,9.53,10.71,11.31,9.65,9.73,10.50,,,,,,,,,,
2017-08-27-12,10.71,10.25,11.55,11.13,11.69,9.70,10.91,9.89,9.92,,,,,,,,,,
2017-08-27-13,10.33,9.83,9.41,9.91,11.22,10.76,10.61,10.89,10.68,,,,,,,,,,
2017-08-27-14,9.86,10.04,9.04,8.96,9.96,9.18,10.10,9.12,9.32,,,,,,,,,,
2017-08-27-15,8.53,7.77,8.33,8.52,8.78,8.81,8.20,9.18,8.22,,,,,,,,,,
2017-08-27-16,6.05,6.03,6.07,6.30,6.10,5.56,5.87,6.08,5.61,,,,,,,,,,
2017-08-27-17,2.89,2.98,3.01,2.81,2.65,2.96,3.10,2.96,2.70,,,,,,,,,,
2017-08-27-18,0.54,0.50,0.59,0.50,0.53,0.50,0.56,0.52,0.54,,,,,,,,,,
2017-08-27-19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-27-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-27-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-27-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-27-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-28-0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-28-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-28-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-28-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-28-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-28-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-28-6,0.22,0.20,0.23,0.21,0.22,0.20,0.21,0.21,0.23,,,,,,,,,,
2017-08-28-7,1.49,1.61,1.57,1.48,1.54,1.44,1.50,1.38,1.36,,,,,,,,,,
2017-08-28-8,2.09,2.24,2.11,2.22,1.88,1.98,2.16,2.18,2.02,,,,,,,,,,
2017-08-28-9,5.56,5.38,5.13,5.15,5.82,5.10,5.98,5.86,5.25,,,,,,,,,,
2017-08-28-10,9.61,9.67,9.77,8.78,10.26,8.98,9.05,10.45,9.29,,,,,,,,,,
2017-08-28-11,10.10,9.74,10.23,9.61,10.47,9.58,10.60,10.94,10.60,,,,,,,,,,
2017-08-28-12,10.17,10.56,10.66,9.75,10.05,10.83,11.18,9.45,10.27,,,,,,,,,,
2017-08-28-13,10.13,11.09,9.25,10.26,9.12,11.09,10.23,11.14,9.60,,,,,,,,,,
2017-08-28-14,8.48,7.87,8.02,8.11,8.77,8.57,9.14,8.16,8.43,,,,,,,,,,
2017-08-28-15,8.11,8.75,7.82,8.50,8.46,7.80,8.70,7.68,8.80,,,,,,,,,,
2017-08-28-16,5.69,5.12,6.09,5.81,5.37,5.37,5.52,5.53,6.06,,,,,,,,,,
2017-08-28-17,2.37,2.39,2.44,2.32,2.49,2.22,2.39,2.35,2.26,,,,,,,,,,
2017-08-28-18,0.44,0.47,0.42,0.48,0.48,0.48,0.44,0.45,0.43,,,,,,,,,,
2017-08-28-19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-28-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-28-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-28-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-28-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-29-0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-29-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-29-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-29-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-29-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-29-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-29-6,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,
2017-08-29-7,1.63,1.63,1.73,1.51,1.56,1.76,1.53,1.56,1.58,,,,,,,,,,
2017-08-29-8,5.10,5.39,4.73,5.09,5.53,5.12,4.73,4.74,4.79,,,,,,,,,,
2017-08-29-9,7.92,7.55,8.06,7.91,7.54,8.64,8.50,8.40,7.15,,,,,,,,,,
2017-08-29-10,10.03,10.63,9.51,10.09,10.79,10.69,9.47,9.53,10.41,,,,,,,,,,
2017-08-29-11,11.07,11.39,10.26,10.00,10.78,10.83,10.36,11.49,10.32,,,,,,,,,,
2017-08-29-12,11.14,11.72,12.05,12.19,11.19,11.33,10.97,10.54,11.70,,,,,,,,,,
2017-08-29-13,10.91,10.32,10.28,10.44,11.78,10.06,11.38,10.98,10.41,,,,,,,,,,
2017-08-29-14,10.20,10.17,9.28,11.09,10.63,10.47,10.57,9.47,10.63,,,,,,,,,,
2017-08-29-15,8.59,8.05,9.43,8.26,7.77,8.76,7.81,8.25,9.27,,,,,,,,,,
2017-08-29-16,6.07,6.19,6.37,5.55,6.45,6.46,6.27,6.40,6.43,,,,,,,,,,
2017-08-29-17,3.05,3.33,3.05,3.13,3.04,2.86,3.07,2.81,3.27,,,,,,,,,,
2017-08-29-18,0.42,0.46,0.45,0.39,0.39,0.43,0.39,0.39,0.44,,,,,,,,,,
2017-08-29-19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-29-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-29-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-29-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-29-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-30-0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-30-1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-30-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-30-3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-30-4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-30-5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-30-6,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,
2017-08-30-7,0.47,0.47,0.46,0.50,0.46,0.47,0.43,0.51,0.44,,,,,,,,,,
2017-08-30-8,1.60,1.64,1.63,1.73,1.49,1.46,1.66,1.55,1.71,,,,,,,,,,
2017-08-30-9,2.79,3.01,2.85,2.65,2.80,2.62,2.83,2.56,2.57,,,,,,,,,,
2017-08-30-10,8.73,8.85,9.08,9.55,9.38,8.68,7.93,8.52,9.37,,,,,,,,,,
2017-08-30-11,5.96,5.63,6.27,6.45,6.45,6.38,5.95,5.73,6.20,,,,,,,,,,
2017-08-30-12,10.04,10.83,10.89,9.19,10.77,9.20,9.84,10.03,10.55,,,,,,,,,,
2017-08-30-13,11.10,10.35,11.53,10.72,12.10,11.14,10.83,11.06,11.15,,,,,,,,,,
2017-08-30-14,9.15,9.10,8.43,9.32,9.57,8.29,9.35,8.63,8.84,,,,,,,,,,
2017-08-30-15,6.13,6.53,6.42,6.55,6.56,6.44,6.51,5.74,5.99,,,,,,,,,,
2017-08-30-16,3.15,3.11,2.89,3.30,3.30,3.08,2.86,2.87,3.33,,,,,,,,,,
2017-08-30-17,2.80,2.69,2.57,2.54,2.92,2.66,2.67,2.68,2.83,,,,,,,,,,
2017-08-30-18,0.33,0.32,0.30,0.33,0.31,0.34,0.31,0.36,0.35,,,,,,,,,,
2017-08-30-19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-30-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-30-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-30-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
2017-08-30-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
