Date,hour,A,B,C,D,E,F,G,H,NEW,Acon,Bcon,Ccon,Dcon,Econ,Fcon,Gcon,Hcon,NEWcon
2017-08-09-16,16,685.44,1144.08,1817.4,1123.2,509.44,352.08,734.04,1091.61,3115.08,804.0216393,1157.107869,1504.937705,1042.337705,462.9536066,339.4165574,507.3137705,838.3529508,2420.817049
2017-08-09-17,17,751.32,1174.5,1478.4,1252.2,548.15,150.75,523.62,1066.32,3117.96,864.2980328,1211.680328,1385.370492,1111.013115,461.5457377,289.8486885,362.0567213,834.0004918,2378.401967
2017-08-09-18,18,929.34,1256.58,1332.6,1261.2,419.14,83.34,535.32,959.4,2855.52,1002.67082,1297.245246,1417.485246,1170.659016,373.8481967,310.8688525,361.8619672,836.3508197,2174.842623
2017-08-09-19,19,975.06,1353.06,1125,1233.6,421.64,80.55,526.68,904.95,2499.84,1047.473115,1382.526885,1293.088525,1177.347541,369.4837705,330.5906557,366.0845902,827.1177049,1975.314098
2017-08-09-20,20,999.54,1440.36,1257.6,1032.6,386.28,62.01,568.8,982.8,2147.4,1098.298033,1442.891803,1207.75082,980.6065574,354.5263934,324.36,426.9659016,831.9909836,1769.618361
2017-08-09-21,21,984.6,1456.56,1209,905.4,355.46,33.48,677.52,1005.57,1548.72,1095.474098,1449.076721,1211.252459,965.8622951,358.422623,345.2739344,542.7767213,831.4878689,1358.734426
2017-08-09-22,22,914.4,1364.58,1172.4,1056.6,384.09,24.66,722.52,916.65,1039.32,1040.43541,1384.483279,1205.537705,926.852459,360.5468852,349.2545902,538.4714754,817.4272131,943.8196721
2017-08-09-23,23,816.12,1311.84,1055.4,726,377.24,29.07,705.42,987.84,912.96,931.777377,1294.028852,969.452459,806.6655738,363.7878689,324.9737705,534.3698361,809.3154098,836.722623
2017-08-10-0,0,691.38,1143.9,567.6,368.4,387.37,34.38,604.08,1073.07,832.68,784.9239344,1111.591475,415.052459,434.0852459,357.9016393,184.3214754,461.4314754,830.4108197,803.8918033
2017-08-10-1,1,597.78,1001.16,582.6,378.6,381,29.07,762.48,881.55,794.16,669.844918,965.4963934,436.1606557,383.4196721,358.0927869,176.7585246,537.202623,816.4785246,777.1278689
2017-08-10-2,2,545.76,871.02,533.4,319.2,365.14,25.2,758.52,891.27,786.24,600.9786885,873.7140984,379.5639344,318.0295082,359.0086885,313.117377,534.9245902,806.7821311,766.4281967
2017-08-10-3,3,577.62,811.98,559.8,376.2,337.35,24.39,758.7,971.73,795.96,615.9363934,818.3331148,417.5213115,375.157377,358.0234426,300.535082,530.1678689,808.8137705,760.5265574
2017-08-10-4,4,554.76,786.06,547.2,331.8,379.95,23.04,425.88,946.44,834.12,597.7711475,789.6068852,376.2393443,324.9147541,355.2760656,313.3180328,359.7344262,820.3706557,764.6459016
2017-08-10-5,5,533.16,778.32,789,609,371.66,29.79,687.6,910.08,855,568.4488525,783.1209836,849.6196721,608.4885246,349.5957377,302.9001639,525.9983607,815.7172131,775.2983607
2017-08-10-6,6,658.08,831.96,1117.2,780,359.86,36.81,637.2,827.28,966.24,658.4665574,845.0232787,1159.022951,937.8196721,355.6793443,303.8931148,523.0416393,816.0521311,857.2367213
2017-08-10-7,7,801.18,926.1,1566.6,1497.6,517.86,66.96,625.86,912.33,1220.76,774.392459,978.4062295,1372.2,1393.347541,418.0419672,303.7691803,519.0137705,813.1352459,1018.8
2017-08-10-8,8,798.3,1062.36,1811.4,1438.8,559.87,292.32,826.2,1005.3,1894.68,828.1386885,1065.502623,1572.22623,1348.868852,421.8731148,311.6685246,645.4504918,842.6036066,1413.643279
2017-08-10-9,9,747.54,1147.14,1711.2,1095.6,595.18,346.41,851.94,985.5,2567.88,802.1419672,1087.63377,1342.563934,1049.222951,422.6852459,356.1609836,645.1760656,839.6498361,1882.982951
2017-08-10-10,10,777.24,1199.88,1434.6,1204.8,602.56,386.73,864.54,993.15,3188.52,806.8101639,1074.186885,1381.170492,1069.347541,439.0542623,344.062623,676.6170492,834.5242623,2334.92459
2017-08-10-11,11,711.54,1252.44,1173,1246.2,557.21,406.44,821.7,1056.78,3238.56,785.1216393,1095.379672,1385.645902,1177.003279,436.9677049,345.8065574,633.0186885,835.2619672,2462.287869
2017-08-10-12,12,720.18,1293.48,1482.6,1054.2,377.89,241.11,623.16,974.97,3168.72,794.8740984,1126.507869,1448.832787,1061.006557,355.6442623,208.522623,526.4203279,816.0137705,2424.505574
2017-08-10-13,13,720.18,1289.52,1293.6,1083,551.05,370.98,762.3,1019.7,3215.88,818.3803279,1126.622951,1407.92459,1052.744262,450.3122951,309.0098361,646.3740984,864.6506557,2510.89377
2017-08-10-14,14,713.88,1307.16,1539,1140.6,579.02,363.24,748.98,1069.92,3226.32,785.3488525,1132.598361,1646.557377,1108.947541,458.7267213,347.9606557,574.2442623,854.4231148,2505.322623
2017-08-10-15,15,715.14,1294.38,1390.2,1321.8,552.1,327.42,910.62,1101.69,3182.76,793.3721311,1133.380328,1551.540984,1158.531148,462.7295082,336.7563934,613.2570492,848.8327869,2456.309508
2017-08-10-16,16,748.26,1306.44,1412.4,1179,553.82,419.49,699.12,1033.56,3218.4,804.0216393,1157.107869,1504.937705,1042.337705,462.9536066,339.4165574,507.3137705,838.3529508,2420.817049
2017-08-10-17,17,790.92,1312.38,1226.4,1171.2,577.51,371.7,535.14,906.39,3074.4,864.2980328,1211.680328,1385.370492,1111.013115,461.5457377,289.8486885,362.0567213,834.0004918,2378.401967
2017-08-10-18,18,959.04,1302.66,1360.2,1230,413.27,319.5,542.7,823.68,2647.8,1002.67082,1297.245246,1417.485246,1170.659016,373.8481967,310.8688525,361.8619672,836.3508197,2174.842623
2017-08-10-19,19,989.46,1325.16,1354.2,1219.8,363.81,377.82,619.92,1018.35,2275.92,1047.473115,1382.526885,1293.088525,1177.347541,369.4837705,330.5906557,366.0845902,827.1177049,1975.314098
2017-08-10-20,20,1060.56,1397.52,1374,1035.6,402.59,409.14,583.02,939.78,1989.72,1098.298033,1442.891803,1207.75082,980.6065574,354.5263934,324.36,426.9659016,831.9909836,1769.618361
2017-08-10-21,21,1063.26,1440.36,1270.2,1028.4,395.2,424.35,709.2,923.94,1496.16,1095.474098,1449.076721,1211.252459,965.8622951,358.422623,345.2739344,542.7767213,831.4878689,1358.734426
2017-08-10-22,22,990.54,1402.74,1283.4,1096.2,394.35,429.75,759.24,963.81,1017,1040.43541,1384.483279,1205.537705,926.852459,360.5468852,349.2545902,538.4714754,817.4272131,943.8196721
2017-08-10-23,23,863.46,1346.04,894,708,395.03,397.8,725.22,955.53,919.8,931.777377,1294.028852,969.452459,806.6655738,363.7878689,324.9737705,534.3698361,809.3154098,836.722623
2017-08-11-0,0,736.74,1184.94,457.8,330,326.76,217.89,604.08,1089.45,837,784.9239344,1111.591475,415.052459,434.0852459,357.9016393,184.3214754,461.4314754,830.4108197,803.8918033
2017-08-11-1,1,630,1058.4,478.2,373.2,363.35,199.17,733.32,1025.01,805.68,669.844918,965.4963934,436.1606557,383.4196721,358.0927869,176.7585246,537.202623,816.4785246,777.1278689
2017-08-11-2,2,573.12,918,408,318.6,384.13,408.69,692.46,1007.01,806.04,600.9786885,873.7140984,379.5639344,318.0295082,359.0086885,313.117377,534.9245902,806.7821311,766.4281967
2017-08-11-3,3,569.16,844.38,468.6,355.8,374.87,366.39,696.24,926.82,807.12,615.9363934,818.3331148,417.5213115,375.157377,358.0234426,300.535082,530.1678689,808.8137705,760.5265574
2017-08-11-4,4,619.38,798.3,445.8,300,387.54,426.06,435.42,929.7,792.72,597.7711475,789.6068852,376.2393443,324.9147541,355.2760656,313.3180328,359.7344262,820.3706557,764.6459016
2017-08-11-5,5,569.34,771.66,813.6,581.4,388.08,423.9,695.34,916.56,775.44,568.4488525,783.1209836,849.6196721,608.4885246,349.5957377,302.9001639,525.9983607,815.7172131,775.2983607
2017-08-11-6,6,699.12,804.6,1138.8,687,370,465.57,710.46,987.93,821.52,658.4665574,845.0232787,1159.022951,937.8196721,355.6793443,303.8931148,523.0416393,816.0521311,857.2367213
2017-08-11-7,7,817.38,864.36,1375.8,1348.8,422.58,402.57,642.06,981.09,857.88,774.392459,978.4062295,1372.2,1393.347541,418.0419672,303.7691803,519.0137705,813.1352459,1018.8
2017-08-11-8,8,811.44,992.7,1674.6,1171.2,420.23,330.84,897.48,895.68,948.6,828.1386885,1065.502623,1572.22623,1348.868852,421.8731148,311.6685246,645.4504918,842.6036066,1413.643279
2017-08-11-9,9,761.04,1099.62,1194,1095.6,433.4,422.91,847.08,811.17,1422.72,802.1419672,1087.63377,1342.563934,1049.222951,422.6852459,356.1609836,645.1760656,839.6498361,1882.982951
2017-08-11-10,10,765.72,1227.96,1333.2,1071.6,482.93,377.91,933.66,835.92,2017.08,806.8101639,1074.186885,1381.170492,1069.347541,439.0542623,344.062623,676.6170492,834.5242623,2334.92459
2017-08-11-11,11,719.1,1276.2,1594.2,1272,488.16,292.59,870.48,857.97,2118.24,785.1216393,1095.379672,1385.645902,1177.003279,436.9677049,345.8065574,633.0186885,835.2619672,2462.287869
2017-08-11-12,12,738,1337.76,1650.6,1187.4,371.38,200.16,695.52,780.21,2128.32,794.8740984,1126.507869,1448.832787,1061.006557,355.6442623,208.522623,526.4203279,816.0137705,2424.505574
2017-08-11-13,13,760.32,1345.5,1457.4,1286.4,454.1,270,908.82,898.47,2152.44,818.3803279,1126.622951,1407.92459,1052.744262,450.3122951,309.0098361,646.3740984,864.6506557,2510.89377
2017-08-11-14,14,727.38,1359,1533,1375.8,460.26,321.57,790.92,1008.81,2118.96,785.3488525,1132.598361,1646.557377,1108.947541,458.7267213,347.9606557,574.2442623,854.4231148,2505.322623
2017-08-11-15,15,740.34,1384.02,1510.8,1318.2,446.01,286.92,870.3,942.39,2076.48,793.3721311,1133.380328,1551.540984,1158.531148,462.7295082,336.7563934,613.2570492,848.8327869,2456.309508
2017-08-11-16,16,745.38,1442.34,1593,1215.6,440.17,315.36,718.2,948.87,2007,804.0216393,1157.107869,1504.937705,1042.337705,462.9536066,339.4165574,507.3137705,838.3529508,2420.817049
2017-08-11-17,17,797.22,1490.22,1408.8,1165.2,461.74,288.63,547.92,929.34,1942.2,864.2980328,1211.680328,1385.370492,1111.013115,461.5457377,289.8486885,362.0567213,834.0004918,2378.401967
2017-08-11-18,18,891,1585.98,1687.8,1243.8,444.89,333.36,535.5,909.45,1847.16,1002.67082,1297.245246,1417.485246,1170.659016,373.8481967,310.8688525,361.8619672,836.3508197,2174.842623
2017-08-11-19,19,1022.94,1633.5,1555.8,1121.4,440.81,485.1,538.2,879.84,1655.28,1047.473115,1382.526885,1293.088525,1177.347541,369.4837705,330.5906557,366.0845902,827.1177049,1975.314098
2017-08-11-20,20,1076.04,1725.66,1200.6,1012.8,436.28,435.33,566.82,913.77,1536.12,1098.298033,1442.891803,1207.75082,980.6065574,354.5263934,324.36,426.9659016,831.9909836,1769.618361
2017-08-11-21,21,1100.16,1727.1,1106.4,1038,418.82,580.23,619.2,1005.93,1159.92,1095.474098,1449.076721,1211.252459,965.8622951,358.422623,345.2739344,542.7767213,831.4878689,1358.734426
2017-08-11-22,22,1015.74,1604.52,1185,1086.6,419.21,488.88,610.2,1035.72,815.76,1040.43541,1384.483279,1205.537705,926.852459,360.5468852,349.2545902,538.4714754,817.4272131,943.8196721
2017-08-11-23,23,906.66,1460.88,912.6,758.4,362.38,460.44,632.88,977.76,791.28,931.777377,1294.028852,969.452459,806.6655738,363.7878689,324.9737705,534.3698361,809.3154098,836.722623
2017-08-12-0,0,770.76,1283.94,391.8,347.4,375.35,280.35,552.96,889.11,753.12,784.9239344,1111.591475,415.052459,434.0852459,357.9016393,184.3214754,461.4314754,830.4108197,803.8918033
2017-08-12-1,1,636.48,1094.94,395.4,356.4,361.98,239.76,616.32,893.16,739.44,669.844918,965.4963934,436.1606557,383.4196721,358.0927869,176.7585246,537.202623,816.4785246,777.1278689
2017-08-12-2,2,567.54,941.22,354,286.8,405.11,458.55,607.14,931.86,732.96,600.9786885,873.7140984,379.5639344,318.0295082,359.0086885,313.117377,534.9245902,806.7821311,766.4281967
2017-08-12-3,3,587.7,846.36,412.8,349.8,398.78,326.16,607.32,847.26,727.56,615.9363934,818.3331148,417.5213115,375.157377,358.0234426,300.535082,530.1678689,808.8137705,760.5265574
2017-08-12-4,4,558.9,819,379.8,333.6,395.97,499.23,449.64,938.25,734.76,597.7711475,789.6068852,376.2393443,324.9147541,355.2760656,313.3180328,359.7344262,820.3706557,764.6459016
2017-08-12-5,5,549.72,815.04,759.6,623.4,386.71,506.07,592.74,949.14,728.28,568.4488525,783.1209836,849.6196721,608.4885246,349.5957377,302.9001639,525.9983607,815.7172131,775.2983607
2017-08-12-6,6,673.56,920.52,1054.8,831,334.33,477.36,567.36,839.61,761.04,658.4665574,845.0232787,1159.022951,937.8196721,355.6793443,303.8931148,523.0416393,816.0521311,857.2367213
2017-08-12-7,7,808.02,1101.6,1084.8,1418.4,491.76,471.42,537.48,816.75,777.6,774.392459,978.4062295,1372.2,1393.347541,418.0419672,303.7691803,519.0137705,813.1352459,1018.8
2017-08-12-8,8,826.02,1189.8,1192.8,1213.2,531.44,427.23,585.18,906.12,824.4,828.1386885,1065.502623,1572.22623,1348.868852,421.8731148,311.6685246,645.4504918,842.6036066,1413.643279
2017-08-12-9,9,779.4,1196.46,1048.8,1030.8,501.7,405.27,511.38,855.45,1297.44,802.1419672,1087.63377,1342.563934,1049.222951,422.6852459,356.1609836,645.1760656,839.6498361,1882.982951
2017-08-12-10,10,809.82,1155.78,1346.4,1050,443.33,438.03,490.32,824.49,1816.92,806.8101639,1074.186885,1381.170492,1069.347541,439.0542623,344.062623,676.6170492,834.5242623,2334.92459
2017-08-12-11,11,727.38,1181.52,1362.6,1243.2,460.26,345.33,481.68,805.41,1874.52,785.1216393,1095.379672,1385.645902,1177.003279,436.9677049,345.8065574,633.0186885,835.2619672,2462.287869
2017-08-12-12,12,745.74,1250.82,1566,1112.4,386.64,225,445.32,912.33,1871.28,794.8740984,1126.507869,1448.832787,1061.006557,355.6442623,208.522623,526.4203279,816.0137705,2424.505574
2017-08-12-13,13,724.14,1288.98,1467,1176.6,477.07,330.57,471.78,779.22,1908.36,818.3803279,1126.622951,1407.92459,1052.744262,450.3122951,309.0098361,646.3740984,864.6506557,2510.89377
2017-08-12-14,14,740.34,1281.96,1731.6,1271.4,466.34,500.13,461.52,821.61,1938.24,785.3488525,1132.598361,1646.557377,1108.947541,458.7267213,347.9606557,574.2442623,854.4231148,2505.322623
2017-08-12-15,15,761.22,1294.74,1743.6,1311,444.05,356.31,475.38,841.59,1931.04,793.3721311,1133.380328,1551.540984,1158.531148,462.7295082,336.7563934,613.2570492,848.8327869,2456.309508
2017-08-12-16,16,799.92,1329.3,1575.6,1160.4,523.77,402.03,417.96,786.06,1879.92,804.0216393,1157.107869,1504.937705,1042.337705,462.9536066,339.4165574,507.3137705,838.3529508,2420.817049
2017-08-12-17,17,850.32,1399.14,1208.4,1237.2,522.44,359.1,357.84,716.85,1852.56,864.2980328,1211.680328,1385.370492,1111.013115,461.5457377,289.8486885,362.0567213,834.0004918,2378.401967
2017-08-12-18,18,976.86,1507.14,1302.6,1197,404.93,438.48,350.82,720.45,1793.16,1002.67082,1297.245246,1417.485246,1170.659016,373.8481967,310.8688525,361.8619672,836.3508197,2174.842623
2017-08-12-19,19,1058.94,1661.94,1132.2,1202.4,412.45,392.4,330.12,819.72,1673.28,1047.473115,1382.526885,1293.088525,1177.347541,369.4837705,330.5906557,366.0845902,827.1177049,1975.314098
2017-08-12-20,20,1102.14,1709.46,1168.2,1017,410.84,348.21,278.46,664.38,1553.76,1098.298033,1442.891803,1207.75082,980.6065574,354.5263934,324.36,426.9659016,831.9909836,1769.618361
2017-08-12-21,21,1086.66,1684.62,1334.4,1021.2,409.82,392.94,273.96,740.88,1212.84,1095.474098,1449.076721,1211.252459,965.8622951,358.422623,345.2739344,542.7767213,831.4878689,1358.734426
2017-08-12-22,22,1054.44,1619.1,1101.6,1130.4,407.85,418.32,268.92,749.43,860.76,1040.43541,1384.483279,1205.537705,926.852459,360.5468852,349.2545902,538.4714754,817.4272131,943.8196721
2017-08-12-23,23,955.98,1452.06,804.6,748.2,417.46,410.49,265.14,820.8,817.56,931.777377,1294.028852,969.452459,806.6655738,363.7878689,324.9737705,534.3698361,809.3154098,836.722623
2017-08-13-0,0,818.82,1224.18,309,361.2,410.97,241.74,265.86,711.27,765,784.9239344,1111.591475,415.052459,434.0852459,357.9016393,184.3214754,461.4314754,830.4108197,803.8918033
2017-08-13-1,1,689.94,1042.38,318,387.6,413.28,189,266.58,696.33,756,669.844918,965.4963934,436.1606557,383.4196721,358.0927869,176.7585246,537.202623,816.4785246,777.1278689
2017-08-13-2,2,603.54,942.84,256.8,312,407.73,395.55,266.76,632.07,755.64,600.9786885,873.7140984,379.5639344,318.0295082,359.0086885,313.117377,534.9245902,806.7821311,766.4281967
2017-08-13-3,3,630.9,870.3,328.8,392.4,425.59,389.7,267.66,641.43,786.96,615.9363934,818.3331148,417.5213115,375.157377,358.0234426,300.535082,530.1678689,808.8137705,760.5265574
2017-08-13-4,4,566.46,815.76,281.4,332.4,416.55,377.46,267.12,622.53,798.48,597.7711475,789.6068852,376.2393443,324.9147541,355.2760656,313.3180328,359.7344262,820.3706557,764.6459016
2017-08-13-5,5,546.48,822.78,734.4,631.8,400.08,373.41,268.56,600.48,837.72,568.4488525,783.1209836,849.6196721,608.4885246,349.5957377,302.9001639,525.9983607,815.7172131,775.2983607
2017-08-13-6,6,610.02,906.48,1074,785.4,394.74,418.77,266.76,509.4,1053.36,658.4665574,845.0232787,1159.022951,937.8196721,355.6793443,303.8931148,523.0416393,816.0521311,857.2367213
2017-08-13-7,7,713.52,1121.58,1013.4,1598.4,535.32,397.08,272.34,508.86,1355.4,774.392459,978.4062295,1372.2,1393.347541,418.0419672,303.7691803,519.0137705,813.1352459,1018.8
2017-08-13-8,8,798.48,1226.34,1092.6,1494,549.28,271.17,295.2,468.9,2084.76,828.1386885,1065.502623,1572.22623,1348.868852,421.8731148,311.6685246,645.4504918,842.6036066,1413.643279
2017-08-13-9,9,854.1,1181.7,1048.2,1044,545.69,309.69,366.12,568.44,2676.6,802.1419672,1087.63377,1342.563934,1049.222951,422.6852459,356.1609836,645.1760656,839.6498361,1882.982951
2017-08-13-10,10,923.4,1133.64,1140.6,1143.6,520.49,328.68,358.92,585.36,3166.56,806.8101639,1074.186885,1381.170492,1069.347541,439.0542623,344.062623,676.6170492,834.5242623,2334.92459
2017-08-13-11,11,911.52,1122.48,1179,1342.2,539.89,400.86,358.02,582.57,3435.48,785.1216393,1095.379672,1385.645902,1177.003279,436.9677049,345.8065574,633.0186885,835.2619672,2462.287869
2017-08-13-12,12,910.08,1164.6,1122.6,1297.2,406.98,223.92,356.94,543.33,3286.08,794.8740984,1126.507869,1448.832787,1061.006557,355.6442623,208.522623,526.4203279,816.0137705,2424.505574
2017-08-13-13,13,904.68,1213.92,1238.4,1071,534.42,281.43,347.04,515.97,3491.64,818.3803279,1126.622951,1407.92459,1052.744262,450.3122951,309.0098361,646.3740984,864.6506557,2510.89377
2017-08-13-14,14,898.2,1203.3,1506,1092,512.46,351,342.9,558.99,3482.64,785.3488525,1132.598361,1646.557377,1108.947541,458.7267213,347.9606557,574.2442623,854.4231148,2505.322623
2017-08-13-15,15,938.7,1220.04,1343.4,1176,552.84,423.18,344.34,691.56,3394.8,793.3721311,1133.380328,1551.540984,1158.531148,462.7295082,336.7563934,613.2570492,848.8327869,2456.309508
2017-08-13-16,16,958.14,1328.04,1324.8,1043.4,517.47,280.71,343.62,680.13,3374.28,804.0216393,1157.107869,1504.937705,1042.337705,462.9536066,339.4165574,507.3137705,838.3529508,2420.817049
2017-08-13-17,17,965.34,1369.08,1332,1260.6,531.4,327.33,347.76,633.24,3224.88,864.2980328,1211.680328,1385.370492,1111.013115,461.5457377,289.8486885,362.0567213,834.0004918,2378.401967
2017-08-13-18,18,1087.2,1483.74,1300.8,1241.4,404.02,453.69,345.6,657.45,2938.68,1002.67082,1297.245246,1417.485246,1170.659016,373.8481967,310.8688525,361.8619672,836.3508197,2174.842623
2017-08-13-19,19,1072.98,1613.16,1218.6,1234.2,388.15,358.02,297.72,822.51,2545.92,1047.473115,1382.526885,1293.088525,1177.347541,369.4837705,330.5906557,366.0845902,827.1177049,1975.314098
2017-08-13-20,20,1148.04,1699.2,1258.2,1044.6,356.95,372.33,268.02,835.83,2217.6,1098.298033,1442.891803,1207.75082,980.6065574,354.5263934,324.36,426.9659016,831.9909836,1769.618361
2017-08-13-21,21,1132.02,1691.1,1149.6,1032,352.47,490.95,268.56,803.25,1623.24,1095.474098,1449.076721,1211.252459,965.8622951,358.422623,345.2739344,542.7767213,831.4878689,1358.734426
2017-08-13-22,22,1059.12,1636.2,1355.4,1021.8,374.33,515.79,265.14,740.16,1098.72,1040.43541,1384.483279,1205.537705,926.852459,360.5468852,349.2545902,538.4714754,817.4272131,943.8196721
2017-08-13-23,23,973.44,1494.18,1084.2,721.2,405.94,503.82,262.44,732.6,912.6,931.777377,1294.028852,969.452459,806.6655738,363.7878689,324.9737705,534.3698361,809.3154098,836.722623
2017-08-14-0,0,826.38,1262.16,351.6,346.2,389.63,221.85,262.98,759.78,844.2,784.9239344,1111.591475,415.052459,434.0852459,357.9016393,184.3214754,461.4314754,830.4108197,803.8918033
2017-08-14-1,1,679.5,1024.2,364.2,361.8,380.99,193.68,262.26,714.78,826.92,669.844918,965.4963934,436.1606557,383.4196721,358.0927869,176.7585246,537.202623,816.4785246,777.1278689
2017-08-14-2,2,606.42,931.86,342,297,405.54,384.48,264.06,727.92,821.88,600.9786885,873.7140984,379.5639344,318.0295082,359.0086885,313.117377,534.9245902,806.7821311,766.4281967
