Date,hour,A,B,C,D,E,F,G,H,NEW,Acon,Bcon,Ccon,Dcon,Econ,Fcon,Gcon,Hcon,NEWcon
2017-08-03-23,23,817.02,1000.8,864,880.2,429.85,410.4,332.64,777.42,856.8,931.777377,1294.028852,969.452459,806.6655738,363.7878689,324.9737705,534.3698361,809.3154098,836.722623
2017-08-04-0,0,700.74,896.94,459,490.2,426.2,207.27,302.94,780.12,790.2,784.9239344,1111.591475,415.052459,434.0852459,357.9016393,184.3214754,461.4314754,830.4108197,803.8918033
2017-08-04-1,1,599.22,786.6,501.6,381.6,428.01,195.84,257.76,818.82,762.48,669.844918,965.4963934,436.1606557,383.4196721,358.0927869,176.7585246,537.202623,816.4785246,777.1278689
2017-08-04-2,2,542.34,721.08,445.2,324.6,408.99,347.85,256.5,838.26,747,600.9786885,873.7140984,379.5639344,318.0295082,359.0086885,313.117377,534.9245902,806.7821311,766.4281967
2017-08-04-3,3,559.44,672.66,481.2,392.4,388.51,382.41,256.14,900.54,743.4,615.9363934,818.3331148,417.5213115,375.157377,358.0234426,300.535082,530.1678689,808.8137705,760.5265574
2017-08-04-4,4,552.24,655.38,404.4,340.2,413.97,392.67,255.96,810.81,732.96,597.7711475,789.6068852,376.2393443,324.9147541,355.2760656,313.3180328,359.7344262,820.3706557,764.6459016
2017-08-04-5,5,537.3,640.98,967.8,614.4,399.2,400.05,254.88,759.96,732.24,568.4488525,783.1209836,849.6196721,608.4885246,349.5957377,302.9001639,525.9983607,815.7172131,775.2983607
2017-08-04-6,6,669.78,659.7,1033.2,891.6,389.27,396.63,254.88,810.81,758.88,658.4665574,845.0232787,1159.022951,937.8196721,355.6793443,303.8931148,523.0416393,816.0521311,857.2367213
2017-08-04-7,7,793.08,727.02,1243.2,1180.2,248.36,381.33,276.84,889.47,817.2,774.392459,978.4062295,1372.2,1393.347541,418.0419672,303.7691803,519.0137705,813.1352459,1018.8
2017-08-04-8,8,771.48,807.3,1496.4,1120.8,398.17,349.29,372.6,825.66,889.2,828.1386885,1065.502623,1572.22623,1348.868852,421.8731148,311.6685246,645.4504918,842.6036066,1413.643279
2017-08-04-9,9,727.56,862.92,1564.8,1044,459.07,385.74,377.28,821.25,1081.44,802.1419672,1087.63377,1342.563934,1049.222951,422.6852459,356.1609836,645.1760656,839.6498361,1882.982951
2017-08-04-10,10,761.22,900.18,1531.2,1137,569.35,317.43,399.42,916.29,1816.56,806.8101639,1074.186885,1381.170492,1069.347541,439.0542623,344.062623,676.6170492,834.5242623,2334.92459
2017-08-04-11,11,748.44,944.1,1107,1097.4,525.13,423.18,403.02,914.94,1980.72,785.1216393,1095.379672,1385.645902,1177.003279,436.9677049,345.8065574,633.0186885,835.2619672,2462.287869
2017-08-04-12,12,742.32,948.96,1383.6,1128.6,406.04,275.04,406.8,747.81,2004.84,794.8740984,1126.507869,1448.832787,1061.006557,355.6442623,208.522623,526.4203279,816.0137705,2424.505574
2017-08-04-13,13,718.92,954.54,1615.8,1182.6,497.99,375.39,375.84,829.35,2019.6,818.3803279,1126.622951,1407.92459,1052.744262,450.3122951,309.0098361,646.3740984,864.6506557,2510.89377
2017-08-04-14,14,712.44,956.34,1846.2,1255.2,423.23,395.28,371.52,888.93,2023.92,785.3488525,1132.598361,1646.557377,1108.947541,458.7267213,347.9606557,574.2442623,854.4231148,2505.322623
2017-08-04-15,15,738.18,960.12,1668,1260.6,390.13,412.29,372.24,930.33,2007.36,793.3721311,1133.380328,1551.540984,1158.531148,462.7295082,336.7563934,613.2570492,848.8327869,2456.309508
2017-08-04-16,16,750.96,971.28,1536.6,1083,397.98,366.75,326.7,862.92,1962,804.0216393,1157.107869,1504.937705,1042.337705,462.9536066,339.4165574,507.3137705,838.3529508,2420.817049
2017-08-04-17,17,806.94,995.58,1273.2,1183.8,406.87,333.72,196.38,819.18,1917.36,864.2980328,1211.680328,1385.370492,1111.013115,461.5457377,289.8486885,362.0567213,834.0004918,2378.401967
2017-08-04-18,18,934.56,1054.26,1300.2,1351.8,311.58,368.01,198,885.96,1849.32,1002.67082,1297.245246,1417.485246,1170.659016,373.8481967,310.8688525,361.8619672,836.3508197,2174.842623
2017-08-04-19,19,972.72,1145.52,1353.6,1396.8,310.86,413.46,200.16,846.72,1754.64,1047.473115,1382.526885,1293.088525,1177.347541,369.4837705,330.5906557,366.0845902,827.1177049,1975.314098
2017-08-04-20,20,990.9,1175.58,1203.6,1093.2,288.65,428.22,202.5,863.46,1569.96,1098.298033,1442.891803,1207.75082,980.6065574,354.5263934,324.36,426.9659016,831.9909836,1769.618361
2017-08-04-21,21,976.32,1190.34,1201.8,949.8,313.92,511.11,198,757.26,1182.96,1095.474098,1449.076721,1211.252459,965.8622951,358.422623,345.2739344,542.7767213,831.4878689,1358.734426
2017-08-04-22,22,934.38,1141.56,1093.2,922.8,287.54,447.84,198.18,987.39,791.64,1040.43541,1384.483279,1205.537705,926.852459,360.5468852,349.2545902,538.4714754,817.4272131,943.8196721
2017-08-04-23,23,830.34,1042.92,892.8,931.2,288.48,385.38,196.56,950.94,776.16,931.777377,1294.028852,969.452459,806.6655738,363.7878689,324.9737705,534.3698361,809.3154098,836.722623
2017-08-05-0,0,689.58,903.96,470.4,472.2,293.81,227.25,144.72,818.73,751.32,784.9239344,1111.591475,415.052459,434.0852459,357.9016393,184.3214754,461.4314754,830.4108197,803.8918033
2017-08-05-1,1,591.3,778.5,541.8,399,288,185.76,119.52,861.75,740.88,669.844918,965.4963934,436.1606557,383.4196721,358.0927869,176.7585246,537.202623,816.4785246,777.1278689
2017-08-05-2,2,538.38,716.04,471.6,327,386.74,435.96,119.16,996.93,732.96,600.9786885,873.7140984,379.5639344,318.0295082,359.0086885,313.117377,534.9245902,806.7821311,766.4281967
2017-08-05-3,3,575.64,668.52,525.6,397.8,402.38,439.47,120.42,888.75,724.32,615.9363934,818.3331148,417.5213115,375.157377,358.0234426,300.535082,530.1678689,808.8137705,760.5265574
2017-08-05-4,4,530.1,648.18,549.6,343.2,379.44,423,119.7,845.91,711.72,597.7711475,789.6068852,376.2393443,324.9147541,355.2760656,313.3180328,359.7344262,820.3706557,764.6459016
2017-08-05-5,5,527.58,654.12,1012.8,609.6,396.18,401.49,119.34,829.98,704.52,568.4488525,783.1209836,849.6196721,608.4885246,349.5957377,302.9001639,525.9983607,815.7172131,775.2983607
2017-08-05-6,6,637.02,740.88,1276.2,1119.6,338.44,350.46,118.98,887.31,737.64,658.4665574,845.0232787,1159.022951,937.8196721,355.6793443,303.8931148,523.0416393,816.0521311,857.2367213
2017-08-05-7,7,760.5,862.02,1189.8,1337.4,413.89,419.22,153.9,812.25,750.96,774.392459,978.4062295,1372.2,1393.347541,418.0419672,303.7691803,519.0137705,813.1352459,1018.8
2017-08-05-8,8,741.96,909.9,1353,1199.4,379.95,432.27,363.24,747.18,791.64,828.1386885,1065.502623,1572.22623,1348.868852,421.8731148,311.6685246,645.4504918,842.6036066,1413.643279
2017-08-05-9,9,691.02,881.28,1399.8,1144.2,402.83,470.88,374.94,791.91,949.68,802.1419672,1087.63377,1342.563934,1049.222951,422.6852459,356.1609836,645.1760656,839.6498361,1882.982951
2017-08-05-10,10,713.7,862.38,1477.8,1233.6,393.6,497.79,395.64,818.01,1652.4,806.8101639,1074.186885,1381.170492,1069.347541,439.0542623,344.062623,676.6170492,834.5242623,2334.92459
2017-08-05-11,11,662.04,857.34,1501.2,1284,434.85,529.02,400.32,824.85,1717.92,785.1216393,1095.379672,1385.645902,1177.003279,436.9677049,345.8065574,633.0186885,835.2619672,2462.287869
2017-08-05-12,12,657,869.58,1644.6,1180.8,290.05,282.96,395.1,680.85,1751.76,794.8740984,1126.507869,1448.832787,1061.006557,355.6442623,208.522623,526.4203279,816.0137705,2424.505574
2017-08-05-13,13,649.08,858.78,1582.8,1167,464.9,371.16,373.86,726.03,1808.28,818.3803279,1126.622951,1407.92459,1052.744262,450.3122951,309.0098361,646.3740984,864.6506557,2510.89377
2017-08-05-14,14,638.82,864,1950.6,1268.4,553.21,462.42,377.46,837.9,1834.92,785.3488525,1132.598361,1646.557377,1108.947541,458.7267213,347.9606557,574.2442623,854.4231148,2505.322623
2017-08-05-15,15,639.54,844.74,1794,1276.2,564.37,416.07,370.62,762.66,1858.68,793.3721311,1133.380328,1551.540984,1158.531148,462.7295082,336.7563934,613.2570492,848.8327869,2456.309508
2017-08-05-16,16,655.92,881.28,1695.6,1147.8,577.85,434.52,315.36,715.77,1816.92,804.0216393,1157.107869,1504.937705,1042.337705,462.9536066,339.4165574,507.3137705,838.3529508,2420.817049
2017-08-05-17,17,707.58,922.14,1356,1269,573.26,448.92,214.02,734.04,1809,864.2980328,1211.680328,1385.370492,1111.013115,461.5457377,289.8486885,362.0567213,834.0004918,2378.401967
2017-08-05-18,18,823.86,999.72,1468.8,1288.2,344.63,529.11,208.26,628.47,1756.8,1002.67082,1297.245246,1417.485246,1170.659016,373.8481967,310.8688525,361.8619672,836.3508197,2174.842623
2017-08-05-19,19,855.36,1092.78,1218.6,1273.8,331.71,462.6,209.88,614.43,1658.88,1047.473115,1382.526885,1293.088525,1177.347541,369.4837705,330.5906557,366.0845902,827.1177049,1975.314098
2017-08-05-20,20,891,1134,1128.6,1149,386.38,367.83,209.7,662.94,1413.36,1098.298033,1442.891803,1207.75082,980.6065574,354.5263934,324.36,426.9659016,831.9909836,1769.618361
2017-08-05-21,21,881.28,1101.6,1231.2,1058.4,368.57,381.42,210.42,695.88,1114.56,1095.474098,1449.076721,1211.252459,965.8622951,358.422623,345.2739344,542.7767213,831.4878689,1358.734426
2017-08-05-22,22,848.52,1042.02,1081.8,784.2,398.63,477.72,207,647.64,779.4,1040.43541,1384.483279,1205.537705,926.852459,360.5468852,349.2545902,538.4714754,817.4272131,943.8196721
2017-08-05-23,23,791.82,992.52,877.2,844.2,384.15,366.3,205.74,671.76,757.8,931.777377,1294.028852,969.452459,806.6655738,363.7878689,324.9737705,534.3698361,809.3154098,836.722623
2017-08-06-0,0,707.22,862.92,371.4,478.2,387.61,224.01,207,677.7,717.48,784.9239344,1111.591475,415.052459,434.0852459,357.9016393,184.3214754,461.4314754,830.4108197,803.8918033
2017-08-06-1,1,610.38,748.62,365.4,373.8,373.83,203.22,207.36,686.88,700.92,669.844918,965.4963934,436.1606557,383.4196721,358.0927869,176.7585246,537.202623,816.4785246,777.1278689
2017-08-06-2,2,537.3,693.36,327,312,396.26,366.39,207.18,642.42,704.52,600.9786885,873.7140984,379.5639344,318.0295082,359.0086885,313.117377,534.9245902,806.7821311,766.4281967
2017-08-06-3,3,556.02,665.1,396,378.6,393.73,340.83,206.1,638.55,769.32,615.9363934,818.3331148,417.5213115,375.157377,358.0234426,300.535082,530.1678689,808.8137705,760.5265574
2017-08-06-4,4,545.04,646.74,417,332.4,378.28,378.36,203.58,680.94,785.16,597.7711475,789.6068852,376.2393443,324.9147541,355.2760656,313.3180328,359.7344262,820.3706557,764.6459016
2017-08-06-5,5,502.74,655.02,1060.8,586.2,387.44,455.94,204.48,631.71,831.24,568.4488525,783.1209836,849.6196721,608.4885246,349.5957377,302.9001639,525.9983607,815.7172131,775.2983607
2017-08-06-6,6,567.72,724.86,1392.6,1072.8,383.83,560.61,207.54,589.59,979.56,658.4665574,845.0232787,1159.022951,937.8196721,355.6793443,303.8931148,523.0416393,816.0521311,857.2367213
2017-08-06-7,7,638.28,849.78,1275,1462.8,494.38,499.86,225.72,555.21,1299.96,774.392459,978.4062295,1372.2,1393.347541,418.0419672,303.7691803,519.0137705,813.1352459,1018.8
2017-08-06-8,8,697.86,909.18,1391.4,1488,571.36,336.15,375.84,601.74,1968.48,828.1386885,1065.502623,1572.22623,1348.868852,421.8731148,311.6685246,645.4504918,842.6036066,1413.643279
2017-08-06-9,9,746.46,889.92,1431,1125.6,501.77,392.22,406.44,591.75,2540.88,802.1419672,1087.63377,1342.563934,1049.222951,422.6852459,356.1609836,645.1760656,839.6498361,1882.982951
2017-08-06-10,10,816.48,852.12,1521.6,1063.8,553.5,312.66,409.68,558,2934.72,806.8101639,1074.186885,1381.170492,1069.347541,439.0542623,344.062623,676.6170492,834.5242623,2334.92459
2017-08-06-11,11,765.54,860.22,1482.6,1282.8,506.63,363.24,409.86,538.29,3191.4,785.1216393,1095.379672,1385.645902,1177.003279,436.9677049,345.8065574,633.0186885,835.2619672,2462.287869
2017-08-06-12,12,732.42,885.78,1549.8,1195.2,371.34,260.01,406.08,561.6,3070.08,794.8740984,1126.507869,1448.832787,1061.006557,355.6442623,208.522623,526.4203279,816.0137705,2424.505574
2017-08-06-13,13,721.08,888.66,1349.4,1093.8,486.21,339.66,402.12,571.86,3146.04,818.3803279,1126.622951,1407.92459,1052.744262,450.3122951,309.0098361,646.3740984,864.6506557,2510.89377
2017-08-06-14,14,711,917.64,1450.2,1191.6,559.97,431.37,402.3,571.95,3178.8,785.3488525,1132.598361,1646.557377,1108.947541,458.7267213,347.9606557,574.2442623,854.4231148,2505.322623
2017-08-06-15,15,709.92,907.02,1284.6,1264.2,590.3,421.29,453.78,666,3147.48,793.3721311,1133.380328,1551.540984,1158.531148,462.7295082,336.7563934,613.2570492,848.8327869,2456.309508
2017-08-06-16,16,702.18,946.26,1198.8,1073.4,589.03,425.7,397.44,661.05,3139.2,804.0216393,1157.107869,1504.937705,1042.337705,462.9536066,339.4165574,507.3137705,838.3529508,2420.817049
2017-08-06-17,17,738,1018.98,1034.4,1213.2,590.58,315.81,354.42,660.69,3079.44,864.2980328,1211.680328,1385.370492,1111.013115,461.5457377,289.8486885,362.0567213,834.0004918,2378.401967
2017-08-06-18,18,858.96,1125.72,1027.8,1351.8,372.92,360.54,351.18,668.79,2840.04,1002.67082,1297.245246,1417.485246,1170.659016,373.8481967,310.8688525,361.8619672,836.3508197,2174.842623
2017-08-06-19,19,876.96,1239.3,1224.6,1288.8,386.78,489.24,349.74,692.82,2510.64,1047.473115,1382.526885,1293.088525,1177.347541,369.4837705,330.5906557,366.0845902,827.1177049,1975.314098
2017-08-06-20,20,891.18,1257.66,1222.2,1063.8,370.62,435.6,349.92,662.85,2152.08,1098.298033,1442.891803,1207.75082,980.6065574,354.5263934,324.36,426.9659016,831.9909836,1769.618361
2017-08-06-21,21,874.44,1278.18,1121.4,975,387.93,377.46,348.84,652.59,1545.48,1095.474098,1449.076721,1211.252459,965.8622951,358.422623,345.2739344,542.7767213,831.4878689,1358.734426
2017-08-06-22,22,844.92,1200.96,1236.6,816,376.63,454.23,349.56,660.15,1020.24,1040.43541,1384.483279,1205.537705,926.852459,360.5468852,349.2545902,538.4714754,817.4272131,943.8196721
2017-08-06-23,23,778.14,1125.18,923.4,832.8,382.65,405.45,345.42,694.26,913.32,931.777377,1294.028852,969.452459,806.6655738,363.7878689,324.9737705,534.3698361,809.3154098,836.722623
2017-08-07-0,0,686.34,970.74,483,484.2,375.19,204.84,345.24,693.63,839.52,784.9239344,1111.591475,415.052459,434.0852459,357.9016393,184.3214754,461.4314754,830.4108197,803.8918033
2017-08-07-1,1,589.14,842.76,510.6,373.2,350.61,190.98,346.14,750.24,800.28,669.844918,965.4963934,436.1606557,383.4196721,358.0927869,176.7585246,537.202623,816.4785246,777.1278689
2017-08-07-2,2,534.78,779.76,467.4,322.8,357.05,386.01,346.5,650.52,784.8,600.9786885,873.7140984,379.5639344,318.0295082,359.0086885,313.117377,534.9245902,806.7821311,766.4281967
2017-08-07-3,3,562.14,737.64,493.2,383.4,353.76,384.21,346.86,662.67,821.88,615.9363934,818.3331148,417.5213115,375.157377,358.0234426,300.535082,530.1678689,808.8137705,760.5265574
2017-08-07-4,4,512.1,717.66,389.4,325.2,357.55,372.96,346.68,678.15,821.88,597.7711475,789.6068852,376.2393443,324.9147541,355.2760656,313.3180328,359.7344262,820.3706557,764.6459016
2017-08-07-5,5,496.8,706.32,751.8,598.8,355.89,362.97,344.7,675.27,865.44,568.4488525,783.1209836,849.6196721,608.4885246,349.5957377,302.9001639,525.9983607,815.7172131,775.2983607
2017-08-07-6,6,535.68,786.6,1246.2,1051.2,339.2,322.29,340.56,736.74,1011.96,658.4665574,845.0232787,1159.022951,937.8196721,355.6793443,303.8931148,523.0416393,816.0521311,857.2367213
2017-08-07-7,7,619.56,935.82,1678.8,1397.4,339.8,419.67,452.52,774.18,1273.68,774.392459,978.4062295,1372.2,1393.347541,418.0419672,303.7691803,519.0137705,813.1352459,1018.8
2017-08-07-8,8,703.44,1013.58,2110.8,1335,351.97,347.67,954.54,745.47,1866.24,828.1386885,1065.502623,1572.22623,1348.868852,421.8731148,311.6685246,645.4504918,842.6036066,1413.643279
2017-08-07-9,9,742.86,1016.1,1706.4,984,361.62,385.47,910.62,808.83,2474.28,802.1419672,1087.63377,1342.563934,1049.222951,422.6852459,356.1609836,645.1760656,839.6498361,1882.982951
2017-08-07-10,10,801,982.44,1687.2,1137.6,355.58,440.91,943.92,879.03,2826,806.8101639,1074.186885,1381.170492,1069.347541,439.0542623,344.062623,676.6170492,834.5242623,2334.92459
2017-08-07-11,11,746.64,990.72,1560,1275,333.32,419.58,918.72,798.75,3142.8,785.1216393,1095.379672,1385.645902,1177.003279,436.9677049,345.8065574,633.0186885,835.2619672,2462.287869
2017-08-07-12,12,746.64,1051.02,1669.2,1266.6,368.39,296.1,709.74,812.88,3046.32,794.8740984,1126.507869,1448.832787,1061.006557,355.6442623,208.522623,526.4203279,816.0137705,2424.505574
2017-08-07-13,13,732.6,1047.78,1485,1189.2,353.41,342.72,905.4,918.09,3148.92,818.3803279,1126.622951,1407.92459,1052.744262,450.3122951,309.0098361,646.3740984,864.6506557,2510.89377
2017-08-07-14,14,722.52,1070.1,1467.6,1257.6,360.17,381.87,808.02,988.02,3165.84,785.3488525,1132.598361,1646.557377,1108.947541,458.7267213,347.9606557,574.2442623,854.4231148,2505.322623
2017-08-07-15,15,718.74,1054.8,1521,1341.6,331.2,431.73,945.54,872.91,3121.92,793.3721311,1133.380328,1551.540984,1158.531148,462.7295082,336.7563934,613.2570492,848.8327869,2456.309508
2017-08-07-16,16,728.46,1074.6,1621.8,1227.6,390.56,368.91,805.86,808.56,3098.88,804.0216393,1157.107869,1504.937705,1042.337705,462.9536066,339.4165574,507.3137705,838.3529508,2420.817049
2017-08-07-17,17,776.34,1136.7,1542,1231.2,390.38,400.14,812.52,851.76,2997,864.2980328,1211.680328,1385.370492,1111.013115,461.5457377,289.8486885,362.0567213,834.0004918,2378.401967
2017-08-07-18,18,922.32,1297.44,1578.6,1323,397.44,366.66,910.98,845.28,2797.92,1002.67082,1297.245246,1417.485246,1170.659016,373.8481967,310.8688525,361.8619672,836.3508197,2174.842623
2017-08-07-19,19,947.7,1382.76,1356,1293,403.45,353.88,873.36,702.45,2470.32,1047.473115,1382.526885,1293.088525,1177.347541,369.4837705,330.5906557,366.0845902,827.1177049,1975.314098
2017-08-07-20,20,958.14,1430.1,1180.2,1039.8,403.48,367.83,705.96,731.97,2091.6,1098.298033,1442.891803,1207.75082,980.6065574,354.5263934,324.36,426.9659016,831.9909836,1769.618361
2017-08-07-21,21,935.64,1432.98,1149.6,1072.8,411.8,454.14,816.84,835.29,1452.96,1095.474098,1449.076721,1211.252459,965.8622951,358.422623,345.2739344,542.7767213,831.4878689,1358.734426
2017-08-07-22,22,885.06,1373.4,1056,1020.6,396.73,498.06,777.78,825.3,985.68,1040.43541,1384.483279,1205.537705,926.852459,360.5468852,349.2545902,538.4714754,817.4272131,943.8196721
2017-08-07-23,23,769.86,1252.08,893.4,975.6,372.6,418.68,808.74,697.68,867.24,931.777377,1294.028852,969.452459,806.6655738,363.7878689,324.9737705,534.3698361,809.3154098,836.722623
2017-08-08-0,0,655.2,1075.32,495.6,541.8,354.92,222.48,638.46,789.3,822.24,784.9239344,1111.591475,415.052459,434.0852459,357.9016393,184.3214754,461.4314754,830.4108197,803.8918033
2017-08-08-1,1,559.8,920.52,516.6,438.6,356.84,213.57,764.46,743.49,798.12,669.844918,965.4963934,436.1606557,383.4196721,358.0927869,176.7585246,537.202623,816.4785246,777.1278689
2017-08-08-2,2,511.2,843.66,466.2,363,351.97,405.9,785.16,779.58,781.92,600.9786885,873.7140984,379.5639344,318.0295082,359.0086885,313.117377,534.9245902,806.7821311,766.4281967
2017-08-08-3,3,531.9,807.66,519,433.8,345.71,409.86,787.14,798.03,793.08,615.9363934,818.3331148,417.5213115,375.157377,358.0234426,300.535082,530.1678689,808.8137705,760.5265574
2017-08-08-4,4,524.16,779.4,346.8,387.6,377.36,446.85,455.4,836.55,800.28,597.7711475,789.6068852,376.2393443,324.9147541,355.2760656,313.3180328,359.7344262,820.3706557,764.6459016
2017-08-08-5,5,513.36,784.44,725.4,696,378.33,350.1,772.02,775.44,858.24,568.4488525,783.1209836,849.6196721,608.4885246,349.5957377,302.9001639,525.9983607,815.7172131,775.2983607
2017-08-08-6,6,633.24,847.98,1084.2,1176.6,372.42,411.75,783.9,693.27,983.16,658.4665574,845.0232787,1159.022951,937.8196721,355.6793443,303.8931148,523.0416393,816.0521311,857.2367213
2017-08-08-7,7,752.04,1003.86,1596.6,1479.6,411.12,364.86,745.92,768.51,1238.4,774.392459,978.4062295,1372.2,1393.347541,418.0419672,303.7691803,519.0137705,813.1352459,1018.8
2017-08-08-8,8,736.74,1071,2055,1558.8,424.8,406.44,797.58,861.93,1856.88,828.1386885,1065.502623,1572.22623,1348.868852,421.8731148,311.6685246,645.4504918,842.6036066,1413.643279
2017-08-08-9,9,694.44,1073.7,1620.6,1138.8,446.9,406.71,814.32,827.73,2453.4,802.1419672,1087.63377,1342.563934,1049.222951,422.6852459,356.1609836,645.1760656,839.6498361,1882.982951
2017-08-08-10,10,724.32,1053.9,1431.6,1116.6,540.33,382.77,810.9,812.16,2824.2,806.8101639,1074.186885,1381.170492,1069.347541,439.0542623,344.062623,676.6170492,834.5242623,2334.92459
2017-08-08-11,11,672.84,1064.16,1596.6,1288.8,538.59,407.16,799.56,856.08,3087,785.1216393,1095.379672,1385.645902,1177.003279,436.9677049,345.8065574,633.0186885,835.2619672,2462.287869
2017-08-08-12,12,666.54,1080.36,1536.6,1198.8,383.22,224.01,660.06,981.18,3002.04,794.8740984,1126.507869,1448.832787,1061.006557,355.6442623,208.522623,526.4203279,816.0137705,2424.505574
2017-08-08-13,13,640.44,1057.14,1381.8,1052.4,473.36,357.03,970.92,845.82,3105.36,818.3803279,1126.622951,1407.92459,1052.744262,450.3122951,309.0098361,646.3740984,864.6506557,2510.89377
2017-08-08-14,14,650.52,1070.46,1598.4,1183.2,549.61,471.78,820.08,886.23,3132.72,785.3488525,1132.598361,1646.557377,1108.947541,458.7267213,347.9606557,574.2442623,854.4231148,2505.322623
2017-08-08-15,15,665.46,1093.32,1792.8,1218.6,517.76,348.12,939.24,933.57,3194.64,793.3721311,1133.380328,1551.540984,1158.531148,462.7295082,336.7563934,613.2570492,848.8327869,2456.309508
2017-08-08-16,16,671.94,1098.72,1746.6,1120.2,497.16,350.55,714.96,942.75,3101.4,804.0216393,1157.107869,1504.937705,1042.337705,462.9536066,339.4165574,507.3137705,838.3529508,2420.817049
2017-08-08-17,17,722.52,1170.36,1040.4,1271.4,473.07,395.19,536.04,864.54,3031.2,864.2980328,1211.680328,1385.370492,1111.013115,461.5457377,289.8486885,362.0567213,834.0004918,2378.401967
2017-08-08-18,18,858.06,1252.62,999,1229.4,374.76,384.75,540.36,878.31,2655.72,1002.67082,1297.245246,1417.485246,1170.659016,373.8481967,310.8688525,361.8619672,836.3508197,2174.842623
2017-08-08-19,19,926.82,1357.02,1101,1229.4,396.36,350.46,537.66,985.95,2307.6,1047.473115,1382.526885,1293.088525,1177.347541,369.4837705,330.5906557,366.0845902,827.1177049,1975.314098
2017-08-08-20,20,914.04,1415.34,1294.8,999.6,398.56,376.47,594,965.79,2001.24,1098.298033,1442.891803,1207.75082,980.6065574,354.5263934,324.36,426.9659016,831.9909836,1769.618361
2017-08-08-21,21,893.7,1413.72,1417.2,996.6,398.38,368.37,694.8,950.94,1452.96,1095.474098,1449.076721,1211.252459,965.8622951,358.422623,345.2739344,542.7767213,831.4878689,1358.734426
2017-08-08-22,22,833.76,1372.5,1171.8,816,395.61,400.59,652.5,988.92,1000.44,1040.43541,1384.483279,1205.537705,926.852459,360.5468852,349.2545902,538.4714754,817.4272131,943.8196721
2017-08-08-23,23,747,1310.58,915.6,890.4,382.79,422.19,691.02,984.24,886.68,931.777377,1294.028852,969.452459,806.6655738,363.7878689,324.9737705,534.3698361,809.3154098,836.722623
2017-08-09-0,0,635.04,1127.34,508.8,478.2,355.21,195.3,636.48,1030.95,834.48,784.9239344,1111.591475,415.052459,434.0852459,357.9016393,184.3214754,461.4314754,830.4108197,803.8918033
2017-08-09-1,1,550.08,936.9,565.8,373.8,369.68,171.27,770.58,920.25,774.36,669.844918,965.4963934,436.1606557,383.4196721,358.0927869,176.7585246,537.202623,816.4785246,777.1278689
2017-08-09-2,2,506.7,855.9,506.4,293.4,392.79,345.87,754.02,1070.28,762.84,600.9786885,873.7140984,379.5639344,318.0295082,359.0086885,313.117377,534.9245902,806.7821311,766.4281967
2017-08-09-3,3,548.28,790.2,508.8,353.4,390.67,304.38,733.5,961.92,798.12,615.9363934,818.3331148,417.5213115,375.157377,358.0234426,300.535082,530.1678689,808.8137705,760.5265574
2017-08-09-4,4,514.62,763.38,429,333,379.62,243.9,459.18,1065.51,810.72,597.7711475,789.6068852,376.2393443,324.9147541,355.2760656,313.3180328,359.7344262,820.3706557,764.6459016
2017-08-09-5,5,504.54,757.8,957.6,634.2,382.25,270.36,712.8,1061.73,849.24,568.4488525,783.1209836,849.6196721,608.4885246,349.5957377,302.9001639,525.9983607,815.7172131,775.2983607
2017-08-09-6,6,624.42,851.58,1220.4,1099.2,390.63,327.6,716.76,986.85,995.76,658.4665574,845.0232787,1159.022951,937.8196721,355.6793443,303.8931148,523.0416393,816.0521311,857.2367213
2017-08-09-7,7,740.7,984.6,1598.4,1587,483.8,293.49,645.3,985.59,1210.68,774.392459,978.4062295,1372.2,1393.347541,418.0419672,303.7691803,519.0137705,813.1352459,1018.8
2017-08-09-8,8,734.4,1061.82,1930.8,1451.4,495.18,269.55,854.82,956.25,1845,828.1386885,1065.502623,1572.22623,1348.868852,421.8731148,311.6685246,645.4504918,842.6036066,1413.643279
2017-08-09-9,9,694.08,1063.08,1412.4,1052.4,518.36,275.76,824.4,1051.02,2462.4,802.1419672,1087.63377,1342.563934,1049.222951,422.6852459,356.1609836,645.1760656,839.6498361,1882.982951
2017-08-09-10,10,714.96,1029.6,1461.6,1142.4,471.28,239.85,941.4,972.9,2824.92,806.8101639,1074.186885,1381.170492,1069.347541,439.0542623,344.062623,676.6170492,834.5242623,2334.92459
2017-08-09-11,11,658.62,1029.6,1560,1312.2,496.22,254.79,862.92,951.39,3056.4,785.1216393,1095.379672,1385.645902,1177.003279,436.9677049,345.8065574,633.0186885,835.2619672,2462.287869
2017-08-09-12,12,644.58,1063.8,1653.6,1122,379.62,176.13,678.96,1107.99,2996.64,794.8740984,1126.507869,1448.832787,1061.006557,355.6442623,208.522623,526.4203279,816.0137705,2424.505574
2017-08-09-13,13,635.22,1093.32,1579.8,1074.6,495.97,221.94,847.8,1158.75,3202.2,818.3803279,1126.622951,1407.92459,1052.744262,450.3122951,309.0098361,646.3740984,864.6506557,2510.89377
2017-08-09-14,14,628.74,1107.9,1651.2,1098,480.28,265.59,772.56,955.08,3221.64,785.3488525,1132.598361,1646.557377,1108.947541,458.7267213,347.9606557,574.2442623,854.4231148,2505.322623
2017-08-09-15,15,662.04,1137.78,1644,1242.6,450.11,288.36,817.02,944.37,3152.16,793.3721311,1133.380328,1551.540984,1158.531148,462.7295082,336.7563934,613.2570492,848.8327869,2456.309508
