Date,DA,RT,Signal,reg_ccp,reg_pcp
2017-08-07-2,16.01,17.57,-0.562289562,9.51,2.49
2017-08-07-3,15.61,16.45,-0.602693603,3.86,1.48
2017-08-07-4,16.26,17.06,-0.453014998,6.4,0.79
2017-08-07-5,17.75,19.27,0.301499847,8.39,4.71
2017-08-07-6,19.61,20.05,0.234771962,7.25,5.5
2017-08-07-7,20.72,21.71,0.214876033,22.12,5.21
2017-08-07-8,22.3,22.14,0.208754209,23.69,4.85
2017-08-07-9,23.96,23.43,0.258034894,6.54,5.03
2017-08-07-10,26.83,24.72,0.239975513,8.66,6.11
2017-08-07-11,28.05,23.69,0.322007958,4.84,6.31
2017-08-07-12,28.92,25.39,0.293235384,12.02,5.27
2017-08-07-13,29.97,24.47,0.193755739,6.62,4.59
2017-08-07-14,29.67,23.96,-0.630241812,0.01,0
2017-08-07-15,29.95,24.740001,-0.618304255,0.02,0
2017-08-07-16,30.31,25.390001,-0.645546373,0.93,0
2017-08-07-17,29.96,24.99,-0.570247934,0.5,0
2017-08-07-18,28.43,25.799999,0.247933884,9.42,5.75
2017-08-07-19,28.54,24.22,0.236608509,8.22,3.24
2017-08-07-20,28.54,23.65,0.230486685,5.5,5.22
2017-08-07-21,24.68,22.03,0.230486685,4.92,4.82
2017-08-07-22,21.58,19.35,0.316804408,5.98,4.61
2017-08-07-23,20.01,17.980001,0.215794307,3.71,5.15
2017-08-08-0,18.25,17.030001,-0.518212427,5.69,1.5
2017-08-08-1,16.81,17.77,-0.620140802,6.17,0
2017-08-08-2,16.48,16.39,-0.611876339,7.54,0
2017-08-08-3,15.83,15.6,-0.604224059,4.11,1.86
2017-08-08-4,16.57,15.61,-0.581267218,5.9,0
2017-08-08-5,17.68,17.78,0.229568411,7.09,0.78
2017-08-08-6,19.49,18.07,0.282828283,3.14,5
2017-08-08-7,20.05,17.16,0.29231711,5.02,5.6
2017-08-08-8,21.94,20.51,0.261401898,0.86,5.07
2017-08-08-9,22.98,22.08,0.227425773,2.07,5.51
2017-08-08-10,24.81,22.75,0.248239976,2.51,4.85
2017-08-08-11,26.38,23.89,0.269666361,5.65,2
2017-08-08-12,29.32,24.559999,0.397000306,7.55,2.42
2017-08-08-13,31.17,24.78,0.202632384,5.13,2.67
2017-08-08-14,31.37,27.109999,-0.654729109,0.01,0
2017-08-08-15,33.08,27.55,-0.625344353,0.16,0
2017-08-08-16,36.6,37.17,-0.619834711,8.94,0
2017-08-08-17,34.27,39.33,-0.613100704,15.9,0
2017-08-08-18,30.83,40.6,0.212121212,15.86,5.59
2017-08-08-19,28.32,25.89,0.172329354,14.82,5.37
2017-08-08-20,28.26,31.51,0.1637588,18.82,5.07
2017-08-08-21,24.89,25.16,0.246403428,6.24,5.39
2017-08-08-22,22.02,20.62,0.346189164,6.01,5.9
2017-08-08-23,20.03,19.100001,0.224977043,4.8,4.56
2017-08-09-0,18.16,19.390001,-0.518212427,7.39,0.17
2017-08-09-1,17.64,18.77,-0.567187022,5.54,1.18
2017-08-09-2,16.71,18.03,-0.576675849,7.4,0.84
2017-08-09-3,14.96,16.88,-0.624119988,7.01,0.1
2017-08-09-4,15.71,17.180001,-0.480563208,4.67,0.13
2017-08-09-5,17.24,18.76,0.267829813,5.47,4.58
2017-08-09-6,19.57,19.139999,0.313131313,4.94,4.21
2017-08-09-7,19.92,20.16,0.301193756,5.64,4.8
2017-08-09-8,21.16,21.030001,0.252219161,6.7,4.62
2017-08-09-9,22.72,22.72,0.267217631,4.03,4.85
2017-08-09-10,24.16,27.1,0.260789715,12.19,3.19
2017-08-09-11,27.43,28.26,0.235996327,9.77,5.45
2017-08-09-12,30.04,28.58,0.230792776,13.51,1.1
2017-08-09-13,32.84,30.209999,0.214569942,11.05,4.59
2017-08-09-14,32.76,42.54,-0.625956535,13.53,5.9
2017-08-09-15,37.67,44.32,-0.57177839,15.26,0
2017-08-09-16,41.16,50.32,-0.625956535,14.48,7.63
2017-08-09-17,39.08,43.99,-0.479644934,9.97,6.92
2017-08-09-18,33.31,34.06,0.212733395,12.26,3.91
2017-08-09-19,31.25,31.4,0.215794307,12.62,3.42
2017-08-09-20,31.32,32.98,0.200183655,35.19,7.09
2017-08-09-21,26.52,26.65,0.236608509,10.55,5.22
2017-08-09-22,22.28,22.4,0.26691154,4.22,7.2
2017-08-09-23,20.49,20.56,0.227425773,3.2,8.09
2017-08-10-0,20.01,18.51,-0.593510866,7.33,0.76
2017-08-10-1,18.47,18.16,-0.625650444,5.94,0.13
2017-08-10-2,17.13,16.03,-0.623507805,10.93,0.1
2017-08-10-3,15.77,14.24,-0.611264157,7.99,2.32
2017-08-10-4,16.36,13.9,-0.500765228,3.99,2.5
2017-08-10-5,18.16,17.61,0.253749617,5.24,5.16
2017-08-10-6,19.75,19.270001,0.215488215,4.24,5.37
2017-08-10-7,20.4,18.8,0.352004897,7.58,4.73
2017-08-10-8,21.66,21.29,0.191613101,7.55,6.28
2017-08-10-9,23.46,24.369999,0.210896847,6.21,5.6
2017-08-10-10,26.13,27.88,0.222834405,16.36,5.03
2017-08-10-11,31.79,27.77,0.236302418,13.23,0.63
2017-08-10-12,32.75,26.36,0.288337925,5.57,7.54
2017-08-10-13,34.9,28.97,0.220385675,10.17,7.4
2017-08-10-14,37.43,40.799999,-0.522191613,11.83,3.1
2017-08-10-15,40.12,32.519999,-0.612488522,1.1,0
2017-08-10-16,45.88,35.66,-0.625956535,2.67,0
2017-08-10-17,41.33,34.44,-0.625956535,1.46,0
2017-08-10-18,34.9,33.45,0.145087236,6.59,3.92
2017-08-10-19,32.44,27.2,0.24946434,6.79,5.25
2017-08-10-20,32.76,28.98,0.217324763,8.29,4.99
2017-08-10-21,27.95,26.45,0.234465871,12.52,4.9
2017-08-10-22,22.94,21.95,0.233853688,6.41,5.44
2017-08-10-23,21.37,22.18,0.174778084,5.35,6.84
2017-08-11-0,20.68,19.84,-0.600550964,6.21,4
2017-08-11-1,19.57,19.68,-0.593816957,4.53,1.49
2017-08-11-2,18.18,17.94,-0.617692072,8.45,0.13
2017-08-11-3,17.1,17.5,-0.620752984,5.93,1.07
2017-08-11-4,17.34,18.26,-0.510866238,3.91,0.12
2017-08-11-5,18.84,20.52,0.267523722,8.06,1.29
2017-08-11-6,20.38,21.2,0.267829813,4.33,4.35
2017-08-11-7,20.96,21.37,0.399449036,8.11,5.73
2017-08-11-8,22.42,22.98,0.239669421,6.97,4.9
2017-08-11-9,23.97,25.84,0.273033364,9.54,5.55
2017-08-11-10,27.44,29.41,0.317110499,13.41,5.2
2017-08-11-11,30.15,26.290001,0.22161004,6.06,4.9
2017-08-11-12,31.52,35,0.205693297,9.26,6.98
2017-08-11-13,33.78,33.96,0.085093358,13.8,4.86
2017-08-11-14,36.39,28.57,-0.588613407,0,10.21
2017-08-11-15,37.13,28.980001,-0.62228344,1.64,5.06
2017-08-11-16,40.02,31.25,-0.633302724,1.52,0
2017-08-11-17,36.87,30.12,-0.632996633,0.35,0
2017-08-11-18,31.33,29.72,0.173553719,5.69,6.67
2017-08-11-19,27.7,28.32,0.244566881,8.59,4.04
2017-08-11-20,28.1,26.68,0.227731864,10.12,6.96
2017-08-11-21,25.32,26,0.30976431,9.71,5.76
2017-08-11-22,22.24,22.28,0.274869911,5.07,5.35
2017-08-11-23,20.48,20.29,0.108050199,6.47,0.09
2017-08-12-0,21.07,20.63,-0.615243343,6.86,0.82
2017-08-12-1,19.77,21.53,-0.600857055,8.6,1.03
2017-08-12-2,19.03,19.83,-0.630241812,7.83,2.18
2017-08-12-3,18.1,20.13,-0.626874809,7.45,3.31
2017-08-12-4,17.99,19.58,-0.485766758,7.08,2.51
2017-08-12-5,18.45,19.94,0.288337925,8.31,5.15
2017-08-12-6,18.46,20.119999,0.266299357,10.67,4.19
2017-08-12-7,19.45,19.4,0.29721457,7.59,4.96
2017-08-12-8,20.97,20.45,0.311294766,16.86,15.84
2017-08-12-9,22.4,23.3,0.238138965,5.19,2.23
2017-08-12-10,24.72,28,0.280073462,11.65,2.77
2017-08-12-11,27.79,26.19,0.237832874,24.51,3.6
2017-08-12-12,30.82,67.97,0.227731864,113.34,4.71
2017-08-12-13,31.32,35.55,0.225895317,23.59,3.29
2017-08-12-14,30.57,48.049999,-0.617692072,29.72,1.19
2017-08-12-15,32.2,37.72,-0.572696664,17.95,0
2017-08-12-16,33.23,59.25,-0.61707989,36.94,0
2017-08-12-17,33.24,47.040001,-0.487297215,24.59,0
2017-08-12-18,30.09,33.52,0.216406489,17.7,4.21
2017-08-12-19,27.99,30.549999,0.181818182,19.74,4.84
2017-08-12-20,29.37,29.17,0.256198347,16.51,6.03
2017-08-12-21,25.11,26.23,0.246403428,12.23,5.59
2017-08-12-22,22.37,22.94,0.245791246,2.79,4.62
2017-08-12-23,20.88,21.3,0.130088766,3.87,5.8
2017-08-13-0,19.77,20.080001,-0.62228344,6.07,6.28
2017-08-13-1,18.72,21.269999,-0.582185491,8.25,2.58
2017-08-13-2,17.56,19.069999,-0.60208142,8.08,1.25
2017-08-13-3,16,18.4,-0.610345883,6.56,1.58
2017-08-13-4,15.68,17.64,-0.48607285,5.39,3.44
2017-08-13-5,15.25,18.21,0.239669421,8.39,4.35
2017-08-13-6,14.68,16.66,0.22926232,7.85,4.54
2017-08-13-7,16.1,17.78,0.239975513,5.41,4.3
2017-08-13-8,18.56,19.27,0.271196817,4.93,5.2
2017-08-13-9,20.48,19.73,0.270278543,5.66,5.35
2017-08-13-10,21.71,21.569999,0.245791246,3.91,4.41
2017-08-13-11,22.92,23.68,0.282828283,7.94,5.66
2017-08-13-12,24.45,25.9,0.280379553,5.88,4.66
2017-08-13-13,25.26,32.81,0.140801959,10.12,7.21
2017-08-13-14,28.19,38.46,-0.588001224,20.5,0.93
2017-08-13-15,29.89,27.19,-0.622895623,0.59,8.21
2017-08-13-16,30.38,50.2,-0.626262626,19.21,9.9
2017-08-13-17,29.82,42.76,-0.48607285,18.27,0
2017-08-13-18,29.02,36.509999,0.213957759,12.83,6.43
2017-08-13-19,28.7,30.220001,0.2090603,10.15,3.91
2017-08-13-20,29.28,30.24,0.225589226,30.59,5.8
2017-08-13-21,24.65,25.07,0.273033364,10.12,5.21
2017-08-13-22,22.05,21.51,0.235078053,4.07,5.67
2017-08-13-23,20.64,19.899999,0.189164371,15.79,5.76
2017-08-14-0,20.01,20.28,-0.602387511,7.82,3.44
2017-08-14-1,18.95,19.22,-0.616161616,10.4,1.86
2017-08-14-2,18.01,16.73,-0.616467707,8.37,0.7
2017-08-14-3,16.77,15.39,-0.599938782,7.8,2.57
2017-08-14-4,17.62,16.62,-0.501071319,6.36,2.81
2017-08-14-5,19.03,19.59,0.273951638,8.8,5.54
2017-08-14-6,20.65,20.279999,0.260177533,13.18,4.1
2017-08-14-7,21.01,19.33,0.26446281,7.27,1.04
2017-08-14-8,22.52,22.45,0.295684114,5.9,3.17
2017-08-14-9,24.28,23.39,0.264768901,5.08,2.92
2017-08-14-10,27.23,24.51,0.250076523,6.51,2.25
2017-08-14-11,29.09,27.079999,0.244872972,7.89,4.07
2017-08-14-12,31.47,26.18,0.21150903,2.37,5.4
2017-08-14-13,32.67,40.78,0.182430364,15.26,5.2
2017-08-14-14,35.59,29.24,-0.302724212,3.92,6.26
2017-08-14-15,38.01,30.03,-0.640036731,4.46,0
2017-08-14-16,40.83,34.73,-0.577288032,5.57,6.74
2017-08-14-17,38.74,31.79,-0.489745944,2.83,0
2017-08-14-18,33.03,38.05,0.23415978,18.21,4.4
2017-08-14-19,30.55,32.289999,0.197122743,7.25,7.01
2017-08-14-20,30.35,41.78,0.220385675,34.24,0.52
2017-08-14-21,26.84,30.48,0.205693297,13.44,6.91
2017-08-14-22,22.75,23.519999,0.30731558,16.89,5.16
2017-08-14-23,21.61,22.8,0.189164371,6.49,6.24
2017-08-15-0,21.51,21.79,-0.580961126,4.91,0.06
2017-08-15-1,21.07,21.81,-0.587082951,6.19,0.1
2017-08-15-2,20.16,21.19,-0.603611876,5.43,0.15
2017-08-15-3,19.52,20.73,-0.586164677,3.72,0.07
2017-08-15-4,19.71,20.81,-0.524334252,5.78,0.09
2017-08-15-5,21.09,22.53,0.22926232,3.38,5.25
2017-08-15-6,22.2,24.19,0.2543618,7,2.29
2017-08-15-7,23.37,24.66,0.3275176,3.46,4.98
2017-08-15-8,24.79,25.43,0.22161004,6.73,1.95
2017-08-15-9,27.31,26.35,0.214569942,9.28,5.99
2017-08-15-10,30.25,30.62,0.217630854,10.87,4.87
2017-08-15-11,34.4,28.85,0.196204469,8.78,4.82
2017-08-15-12,38.08,30.66,0.204775023,5.93,5.92
2017-08-15-13,42,30.67,0.186103459,0.68,0.87
2017-08-15-14,42.93,51.34,-0.568411387,0,0
2017-08-15-15,47.03,51.96,-0.625956535,0,0
2017-08-15-16,49.97,51.93,-0.626262626,18.46,0
2017-08-15-17,46.81,46.94,-0.485154576,14.56,0
2017-08-15-18,40.63,35.08,0.437710438,7.67,3.63
2017-08-15-19,37,30.619999,0.247015611,14.37,1.21
2017-08-15-20,37.63,29.76,0.241199878,11.25,0.7
2017-08-15-21,31.9,29.72,0.241505969,14.33,5.3
2017-08-15-22,26.38,24.070001,0.273339455,6.63,4.91
2017-08-15-23,23.34,21.4,0.161003979,3.68,8.45
2017-08-16-0,22.1,20.93,-0.588613407,6.52,0.37
2017-08-16-1,20.68,19.82,-0.536271809,7.66,0.45
2017-08-16-2,19.5,18.49,-0.557698194,4.21,0.36
2017-08-16-3,18.62,15.87,-0.621059076,4.64,2.62
2017-08-16-4,18.89,17.110001,-0.519436792,4.8,2.69
2017-08-16-5,20.44,20.1,0.35261708,9.2,4.81
2017-08-16-6,21.97,22.33,0.258340986,4.98,4.08
2017-08-16-7,23.1,21.19,0.240587695,4.96,1.58
2017-08-16-8,24.19,23.4,0.272727273,5.25,5.4
2017-08-16-9,26.21,25.66,0.219467401,5.99,2.9
2017-08-16-10,30.62,35.37,0.251606979,20.15,5.62
2017-08-16-11,35.9,29.07,0.169574533,8.03,4.58
2017-08-16-12,38.32,43.62,0.22926232,25.25,8.57
2017-08-16-13,42.3,35.16,0.239057239,7.78,7.17
2017-08-16-14,47.69,39.15,-0.182430364,7.53,5.46
2017-08-16-15,50.95,55.800001,-0.60453015,18.61,0
2017-08-16-16,55.24,35.620001,-0.599326599,0.99,0
2017-08-16-17,49.05,41.09,-0.472298745,4.59,0
2017-08-16-18,41.92,40.6,0.22161004,5.38,6.17
2017-08-16-19,36.87,34.33,0.187940006,14.34,0.6
2017-08-16-20,36.04,32.280001,0.213039486,4.46,0.57
2017-08-16-21,31.61,31.96,0.191613101,17.01,4.28
2017-08-16-22,25.89,26.3,0.244566881,10.5,4.66
2017-08-16-23,23.75,23.79,0.210284665,5.77,5.94
2017-08-17-0,22.24,21.95,-0.616467707,4.88,0.1
2017-08-17-1,21.03,21.08,-0.575757576,3.53,1.35
2017-08-17-2,19.9,20.13,-0.612794613,5.23,0.06
2017-08-17-3,18.74,19.38,-0.596265687,5.84,0.04
2017-08-17-4,18.82,19.43,-0.555555556,3.25,0.05
2017-08-17-5,20.35,21.24,0.312213039,6.86,0.11
2017-08-17-6,22.14,22.91,0.255280073,6.27,1.61
2017-08-17-7,23.67,23.45,0.310988675,5.35,4.71
2017-08-17-8,24.31,23.95,0.333027242,4.29,4.51
2017-08-17-9,26.28,25.49,0.131619223,9.6,6.76
2017-08-17-10,30.17,29.91,0.21916131,27.83,5.18
2017-08-17-11,33.86,30.58,0.258953168,16.65,5.08
2017-08-17-12,35.65,30.56,0.260177533,13.45,4.78
2017-08-17-13,38.65,49.14,0.185185185,49.06,5.23
2017-08-17-14,42.8,51.86,-0.636057545,13.64,5.46
2017-08-17-15,44.04,54.95,-0.626262626,18.81,0
2017-08-17-16,46.45,107.49,-0.61952862,98.42,6.42
2017-08-17-17,42.21,50.34,-0.55677992,6.36,8.94
2017-08-17-18,36.35,34.420001,0.239057239,14.04,4.69
2017-08-17-19,34.99,29.630001,0.210590756,10,0.98
2017-08-17-20,34.87,35.15,0.210590756,10.7,0.8
2017-08-17-21,31.85,40.83,0.186103459,32.4,21.79
2017-08-17-22,26.14,27.63,0.230180594,25.39,5.96
2017-08-17-23,23.13,24.94,0.165595347,2.85,9.04
2017-08-18-0,23.77,24.919999,-0.613100704,6.66,0
2017-08-18-1,21.91,22.349999,-0.607591062,2.46,1.81
2017-08-18-2,21.14,22.159999,-0.582797674,5.05,0.14
2017-08-18-3,20.58,21.57,-0.605448424,3.16,1.1
2017-08-18-4,20.49,21.9,-0.498316498,2.85,0.97
2017-08-18-5,21.65,24.37,0.215794307,8.84,0.97
2017-08-18-6,23.87,25.66,0.306703398,3.51,5.26
2017-08-18-7,24.61,26.68,0.247627793,10.72,4.6
2017-08-18-8,25.81,27.96,0.278849097,5.67,6.68
2017-08-18-9,27.93,28.17,0.272727273,22.74,8
2017-08-18-10,33.77,31.61,0.248852158,32.33,6
2017-08-18-11,36.81,30.64,0.322926232,7.89,5.01
2017-08-18-12,39.74,48.360001,0.273339455,57.24,0.63
2017-08-18-13,44.44,65.14,0.197122743,42.78,3.08
2017-08-18-14,47.75,77.29,-0.551882461,36.56,8.93
2017-08-18-15,49.91,84.06,-0.606060606,52.96,0
2017-08-18-16,49.62,76.829999,-0.622895623,26.53,6.61
2017-08-18-17,44.18,64.17,-0.565962657,23.36,6.98
2017-08-18-18,36.57,43.21,0.13865932,18.87,4.26
2017-08-18-19,36.37,29.699999,0.217018672,5.69,0.59
2017-08-18-20,34.43,36.71,0.091215182,10.42,0.66
2017-08-18-21,31.28,31.54,0.262626263,24.13,4.64
2017-08-18-22,26.23,24.04,0.31741659,10.04,5.05
2017-08-18-23,23.63,23.14,0.207529844,3.82,6.65
2017-08-19-0,23.71,22.41,-0.557392103,6.07,0.11
2017-08-19-1,22.63,21.81,-0.609121518,4.59,0.1
2017-08-19-2,21.76,21.35,-0.60208142,4.37,0.14
2017-08-19-3,20.72,20.76,-0.589225589,3.14,0.1
2017-08-19-4,20.44,20.36,-0.563207836,2.82,0.1
2017-08-19-5,20.56,20.87,0.243036425,5.23,0.72
2017-08-19-6,20.77,20.68,0.242424242,3.91,0.71
2017-08-19-7,21.74,21.25,0.337924702,9.06,0.87
2017-08-19-8,23.91,23.38,0.312213039,7.95,1.93
2017-08-19-9,25.1,24.92,0.300887665,5.55,1.39
2017-08-19-10,27.92,29.22,0.286807469,8.79,6.43
2017-08-19-11,32.14,34.29,0.259259259,12.9,5.8
2017-08-19-12,34.8,57.16,0.240281604,38.48,4.5
2017-08-19-13,34.69,32.58,0.200489746,2.82,4.07
2017-08-19-14,38.56,52.58,-0.534741353,26.25,0.7
2017-08-19-15,41.87,60.120001,-0.553106826,39.44,0
2017-08-19-16,45.68,40,-0.625956535,4.69,0
2017-08-19-17,45.49,38.27,-0.555861647,3.35,0
2017-08-19-18,38.4,31.79,0.179063361,0.15,5.84
2017-08-19-19,35.31,30.11,0.032139578,8.25,5.08
2017-08-19-20,34.66,31.7,0.228344047,18.27,5.39
2017-08-19-21,29.61,27.95,0.227731864,10.27,3.75
2017-08-19-22,26.4,23.4,0.252219161,7.45,4.14
2017-08-19-23,23.46,21.2,0.190082645,6.52,2.14
2017-08-20-0,21.89,22.029999,-0.604224059,6.12,1.84
2017-08-20-1,20.9,19.85,-0.597183961,13.61,0.06
2017-08-20-2,20.03,19.4,-0.561371289,3.61,0.15
2017-08-20-3,18.55,16.7,-0.584634221,8.17,0.06
2017-08-20-4,17.23,15.84,-0.54667891,12.85,1.36
2017-08-20-5,16.88,17.92,0.267523722,5.22,4.61
2017-08-20-6,17.02,16.59,0.26446281,5.31,3.92
2017-08-20-7,18.97,16.85,0.250994796,6.95,4.27
2017-08-20-8,21.52,19.36,0.289256198,10.17,5.12
2017-08-20-9,23.41,21.39,0.28466483,9.33,1.07
2017-08-20-10,24.65,23.220001,0.335475972,3.49,5.54
2017-08-20-11,27.98,25.93,0.26446281,7.51,4.96
2017-08-20-12,31.21,28.450001,0.278236915,15.62,6.16
2017-08-20-13,35.52,35.36,0.230486685,14.21,6.28
2017-08-20-14,39.16,32.01,-0.472604836,4.51,1.23
2017-08-20-15,41.9,38.87,-0.598408326,4.29,1.12
2017-08-20-16,48.81,49.71,-0.605142332,11.71,0.99
2017-08-20-17,51.09,68.67,-0.438016529,54.36,0.9
2017-08-20-18,43.03,35.539999,0.242424242,0.96,4.45
2017-08-20-19,39.69,44.42,0.257728803,36.12,4.28
2017-08-20-20,38.36,50.01,0.269972452,48.97,4.62
2017-08-20-21,31.97,31.880001,0.239057239,19.29,6.65
2017-08-20-22,26.96,23.590001,0.298438935,9.08,4.37
2017-08-20-23,24.38,22.45,0.204775023,2.1,8.65
2017-08-21-0,21.71,21.35,-0.621671258,2.43,1.64
2017-08-21-1,20.3,19.53,-0.602999694,3.18,1.61
2017-08-21-2,19.67,18.32,-0.603917968,3.46,0.1
2017-08-21-3,18.93,17.34,-0.613406795,4.78,0.09
2017-08-21-4,18.86,18.059999,-0.569635751,3.14,0.14
2017-08-21-5,19.96,20.480001,0.215488215,5.01,4.47
2017-08-21-6,21.4,22.2,0.243648607,4.29,5.49
2017-08-21-7,23.54,22.940001,0.26691154,4.65,1.29
2017-08-21-8,25.05,24.83,0.235996327,5.37,5.52
2017-08-21-9,29.06,28.83,0.293235384,10.03,6.62
2017-08-21-10,35.37,32.7,0.237832874,27.18,4.59
2017-08-21-11,42.52,39.16,0.213345577,25.13,4.5
2017-08-21-12,43.03,45.33,0.472910927,18.84,0.64
2017-08-21-13,48.5,40.57,0.953168044,23.61,3.72
2017-08-21-14,54.81,26.05,0.842975207,11.97,3.32
2017-08-21-15,60.32,29.34,0.797979798,6.72,3.38
2017-08-21-16,67.84,34.66,0.885215794,14.3,0.44
2017-08-21-17,58.34,55.62,0.321089685,23.39,0.62
2017-08-21-18,48.82,38.22,0.230792776,5.76,0
2017-08-21-19,43.88,33.3,0.322007958,0.75,0.56
2017-08-21-20,42.29,33.93,0.278849097,11.84,0.88
2017-08-21-21,39.09,31.98,0.180593817,13.58,4.06
2017-08-21-22,29.11,25.8,0.277318641,5.96,4.66
2017-08-21-23,25.78,23.29,0.180287726,3.71,7.27
2017-08-22-0,22.88,21.879999,-0.580042853,3.49,1.71
2017-08-22-1,21.08,19.89,-0.588919498,5.05,1.89
2017-08-22-2,19.73,19.44,-0.631466177,5.9,0.17
2017-08-22-3,18.63,18.24,-0.596571778,14.05,0.1
2017-08-22-4,18.57,19.6,-0.549739822,4.15,1.27
2017-08-22-5,20.39,22.38,0.28466483,7.08,1.43
2017-08-22-6,22.18,24.78,0.249158249,9.51,0.68
2017-08-22-7,24.22,24.669999,0.269360269,8.05,5.22
2017-08-22-8,24.91,25.34,0.345576982,5.8,3.68
2017-08-22-9,28.47,28.52,0.217324763,10.26,7.8
2017-08-22-10,33.06,27.51,0.238445057,8.2,6.97
2017-08-22-11,36.96,32.55,0.250076523,25.16,1.13
2017-08-22-12,41.24,40.9,0.223140496,13.66,4.09
2017-08-22-13,45.53,31.72,0.255280073,4.74,4.69
2017-08-22-14,51.61,34.8,-0.624426079,0.01,0
2017-08-22-15,54.64,49.020001,-0.617692072,0.01,0
2017-08-22-16,60.84,49.16,-0.603917968,4.96,0
2017-08-22-17,52.63,49.52,-0.480563208,5.99,0
2017-08-22-18,38.72,41.12,0.253443526,15.74,4.82
2017-08-22-19,36.08,44.05,0.231404959,16.08,0.82
2017-08-22-20,36.94,38.79,0.165901439,34.41,4.74
2017-08-22-21,31.71,29.48,0.213651668,16.31,3.49
2017-08-22-22,26.53,24.98,0.208754209,19.71,5.07
2017-08-22-23,23.18,22.56,0.154882155,2.94,4.71
2017-08-23-0,22.3,22.93,-0.608815427,3.62,0.14
2017-08-23-1,21.18,22.52,-0.600857055,4.91,0.11
2017-08-23-2,19.94,21.26,-0.599020508,2.78,1.12
2017-08-23-3,19.14,19.04,-0.605754515,22.5,0.14
2017-08-23-4,19.22,18.1,-0.469237833,33.7,0.09
2017-08-23-5,21.07,22.58,0.30486685,5.26,5.14
2017-08-23-6,22.14,23.770001,0.307009489,13.74,1.37
2017-08-23-7,22.65,22.43,0.351392715,5.2,2.82
2017-08-23-8,23.66,23.24,0.229568411,6.54,4.72
2017-08-23-9,25.52,24.67,0.217018672,5.2,2.1
2017-08-23-10,26.9,25.82,0.215794307,8.36,6.35
2017-08-23-11,28.68,26.71,0.239669421,6.09,0.93
2017-08-23-12,31.39,27.83,0.252831344,7.23,4.48
2017-08-23-13,33.36,27.84,0.156412611,5.71,5.21
2017-08-23-14,35.07,33.84,-0.631772268,5.84,0
2017-08-23-15,35.28,29.84,-0.619834711,0.31,0
2017-08-23-16,36.33,32.64,-0.623201714,3.12,0
2017-08-23-17,34.75,37.11,-0.444750536,36.47,0
2017-08-23-18,32.78,42.23,0.210590756,22,2.95
2017-08-23-19,28.28,28.04,0.231404959,8.57,0.83
2017-08-23-20,27.83,28.01,0.228650138,7.88,3.91
2017-08-23-21,25.83,24.3,0.260483624,7.44,3.25
2017-08-23-22,22.53,20.9,0.240281604,4.02,3.67
2017-08-23-23,21.18,20.37,0.126721763,7.89,1.56
2017-08-24-0,20,19.74,-0.657177839,3.86,0.14
2017-08-24-1,19.23,19.690001,-0.625956535,4.69,0.09
2017-08-24-2,17.83,18.110001,-0.618304255,5.42,0.29
2017-08-24-3,16.77,17.67,-0.608203245,5.99,0
2017-08-24-4,17.29,17.830001,-0.50137741,6.79,1.07
2017-08-24-5,19.11,19.37,0.329354148,10.36,0.99
2017-08-24-6,21.08,21.690001,0.273339455,4.39,5.29
2017-08-24-7,21.78,20.7,0.321089685,1.8,5.67
2017-08-24-8,22.48,21.42,0.258340986,2.59,5.83
2017-08-24-9,23.57,22.52,0.263544536,3.76,2.29
2017-08-24-10,25.01,23.34,0.231404959,1.9,4.88
2017-08-24-11,27.06,26.34,0.172941537,8.19,5.24
2017-08-24-12,28.45,25.91,0.255586165,6.22,2.7
2017-08-24-13,29.26,24.89,0.20140802,1.8,0.79
2017-08-24-14,30.39,24.93,-0.595041322,0.68,0
2017-08-24-15,30.93,39.229999,-0.626874809,16.52,0
2017-08-24-16,30.95,25.21,-0.655647383,0.01,0
2017-08-24-17,30.35,27.18,-0.479644934,0.54,0
2017-08-24-18,28.9,25.28,0.227731864,5.37,0.91
2017-08-24-19,26.57,23.7,0.211202938,4.77,1.08
2017-08-24-20,27.36,27.18,0.187940006,8.18,1.31
2017-08-24-21,24.87,22.66,0.25956535,1.83,5.15
2017-08-24-22,21.93,19.61,0.303642485,6.94,5.23
2017-08-24-23,19.73,20.21,0.161003979,6.09,6.89
2017-08-25-0,19.31,18.130001,-0.591368228,17.75,1.61
2017-08-25-1,18.07,18.519999,-0.575145393,23.75,3.12
2017-08-25-2,17.32,13.18,-0.60453015,58.09,0.74
2017-08-25-3,16.16,17.44,-0.607897153,16.51,1.09
2017-08-25-4,16.89,15.2,-0.505356596,5.23,0.98
2017-08-25-5,18.01,15.72,0.212121212,4.2,4.94
2017-08-25-6,20.41,19.61,0.288950107,11.09,4.7
2017-08-25-7,21.1,20.38,0.350780533,8.84,5.1
2017-08-25-8,22.02,20.909999,0.370676462,19.8,5.46
2017-08-25-9,23.44,23.48,0.212121212,4.92,4.9
2017-08-25-10,24.42,23.73,0.238445057,4.69,5.57
2017-08-25-11,26.11,26.82,0.218243036,14.93,4.44
2017-08-25-12,27.39,75.96,0.233853688,129.25,4.5
2017-08-25-13,29.29,24.3,0.182124273,3.76,4.71
2017-08-25-14,30.77,24.93,-0.632078359,1.74,1
2017-08-25-15,31.26,27.12,-0.621977349,7.48,0.93
2017-08-25-16,31.51,28.060001,-0.614325069,1.48,0
